"x570565744251019264",2015-02-25 12:47:28,"x25073877","realDonaldTrump","""@pcufinn: @realDonaldTrump Why don't you put a TRUMP fence up and do us all a favor."" Great idea.","Twitter for Android",98,,,,FALSE,FALSE,27,15,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624794 -73.9751252","-73.9751252 40.7624794","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x572784976200134656",2015-03-03 15:45:54,"x25073877","realDonaldTrump","Entrepreneurs: Paying attention can be a cost effective way of protecting yourself.","Twitter Web Client",83,,,,FALSE,FALSE,194,119,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x574529957675798529",2015-03-08 11:19:50,"x25073877","realDonaldTrump","""@Luigiboria: Extraordinario Concierto en #Doral con @SantanaCarlos Great concert at @TrumpDoral  #mayorluigiboria http://t.co/s9yh3mRmt3""","Twitter for Android",138,,,,FALSE,FALSE,66,28,"Doral mayorluigiboria",,,,,"http://pbs.twimg.com/media/B_jTrtnWYAAD1Bu.jpg","http://t.co/s9yh3mRmt3","https://twitter.com/Luigiboria/status/574441726774939648/photo/1","photo","http://pbs.twimg.com/media/B_jTrtnWYAAD1Bu.jpg http://pbs.twimg.com/media/B_jTrtoXEAAFs1m.jpg http://pbs.twimg.com/media/B_jTrxEWEAEEmJ1.jpg","http://t.co/s9yh3mRmt3 http://t.co/s9yh3mRmt3 http://t.co/s9yh3mRmt3","https://twitter.com/Luigiboria/status/574441726774939648/photo/1 https://twitter.com/Luigiboria/status/574441726774939648/photo/1 https://twitter.com/Luigiboria/status/574441726774939648/photo/1",,"x119121356 26540417 633797941","Luigiboria SantanaCarlos TrumpDoral","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573643259358089217",2015-03-06 00:36:25,"x25073877","realDonaldTrump","""@DNorrell: @realDonaldTrump we need you in Washington. We've got dopes running the show on both sides of the isle.  VERY TRUE!","Twitter for Android",127,,,,FALSE,FALSE,71,22,,,,,,,,,,,,,,"x720058098 25073877","DNorrell realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573472287632023552",2015-03-05 13:17:02,"x25073877","realDonaldTrump","""@jlawfriedman: @realDonaldTrump The property and course look spectacular! #trumpworthy""  Thank you!","Twitter for Android",100,,,,FALSE,FALSE,13,5,"trumpworthy",,,,,,,,,,,,,"x705958891 25073877","jlawfriedman realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x572483625645678592",2015-03-02 19:48:27,"x25073877","realDonaldTrump","Entrepreneurs: Keep your momentum. Without momentum, a lot of great ideas go nowhere.","Twitter Web Client",85,,,,FALSE,FALSE,334,243,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573763998165958656",2015-03-06 08:36:11,"x25073877","realDonaldTrump","""@benpobjie: If @realDonaldTrump doesn't run for president in 2016 I will gut myself on live TV""","Twitter for Android",96,,,,FALSE,FALSE,42,24,,,,,,,,,,,,,,"x22120918 25073877","benpobjie realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573616949957124096",2015-03-05 22:51:52,"x25073877","realDonaldTrump","I hope the Mexican judge is more honest than the Mexican businessmen who used the court system to avoid paying me the money they owe me.","Twitter Web Client",136,,,,FALSE,FALSE,854,1329,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x574923253988331520",2015-03-09 13:22:39,"x25073877","realDonaldTrump","""@scottsiebs: Good Monday morning from my room at the beautiful TRUMP OCEAN CLUB Panama. A great, great hotel!!  http://t.co/fa7XMxMVib""","Twitter for Android",136,,,,FALSE,FALSE,86,26,,,,,,"http://pbs.twimg.com/media/B_p8-nvVEAA6uaG.jpg","http://t.co/fa7XMxMVib","https://twitter.com/scottsiebs/status/574909331293908992/photo/1","photo","http://pbs.twimg.com/media/B_p8-nvVEAA6uaG.jpg","http://t.co/fa7XMxMVib","https://twitter.com/scottsiebs/status/574909331293908992/photo/1",,"x259832462","scottsiebs","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x570423669198946304",2015-02-25 03:22:55,"x25073877","realDonaldTrump","Via @BreitbartNews: ""‘MAJOR COUP’: DONALD TRUMP PICKS UP TOP IOWA GRASSROOTS OPERATIVE FOR POTENTIAL 2016 CAMPAIGN""
http://t.co/uyTXiZ0uSp","Twitter for BlackBerry",138,,,,FALSE,FALSE,87,65,,,"breitbart.com/big-government…","http://t.co/uyTXiZ0uSp","http://www.breitbart.com/big-government/2015/02/24/exclusive-major-coup-donald-trump-picks-up-major-iowa-grassroots-operative-for-potential-2016-campaign/",,,,,,,,,"x457984599","BreitbartNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573763709681668096",2015-03-06 08:35:03,"x25073877","realDonaldTrump","""@MegaHeid: I think I speak for most right-minded folk when I say: I really hope @realDonaldTrump does run for president""","Twitter for Android",121,,,,FALSE,FALSE,45,17,,,,,,,,,,,,,,"x64391741 25073877","MegaHeid realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x571739313156825088",2015-02-28 18:30:49,"x25073877","realDonaldTrump","Via @BreitbartNews: ""DONALD TRUMP: EXEC AMNESTY WILL MAKE ILLEGAL IMMIGRATION ‘WORSE THAN IT’S EVER BEEN"" http://t.co/3AwAAXAEIs","Twitter for BlackBerry",128,,,,FALSE,FALSE,103,116,,,"breitbart.com/big-government…","http://t.co/3AwAAXAEIs","http://www.breitbart.com/big-government/2015/02/27/donald-trump-exec-amnesty-will-make-illegal-immigration-worse-than-its-ever-been/",,,,,,,,,"x457984599","BreitbartNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573858459977973760",2015-03-06 14:51:33,"x25073877","realDonaldTrump","""@la_loquita We are breaking into real estate investing and we love @realDonaldTrump because he knows his business!!""  Great, good luck!","Twitter Web Client",136,,,,FALSE,FALSE,34,17,,,,,,,,,,,,,,"x17807345 25073877","la_loquita realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573159262911922176",2015-03-04 16:33:11,"x25073877","realDonaldTrump","With my friends at the great @Adidas Boost event at the @cadillacchamp at @trumpdoral https://t.co/RNyzy5TpDa","Twitter Web Client",109,,,,FALSE,FALSE,36,18,,,"instagram.com/p/z0AZHcGhS8/?…","https://t.co/RNyzy5TpDa","https://instagram.com/p/z0AZHcGhS8/?modal=true",,,,,,,,,"x300114634 754449231906234368 633797941","adidas CadillacChamp TrumpDoral","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573224483730792448",2015-03-04 20:52:21,"x25073877","realDonaldTrump","Concentration is a fine antidote to anxiety.
 -- Jack Nicklaus","Twitter Web Client",62,,,,FALSE,FALSE,206,150,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x571748803994382336",2015-02-28 19:08:32,"x25073877","realDonaldTrump","Via @PPDNews: ""Donald Trump: ‘I Am Not Doing This For Fun,’ We Can’t Fix U.S. ‘Unless We Put Right Person’ In WH""
http://t.co/jgA6OnysAl","Twitter for BlackBerry",136,,,,FALSE,FALSE,100,71,,,"peoplespunditdaily.com/news/politics/…","http://t.co/jgA6OnysAl","http://www.peoplespunditdaily.com/news/politics/2015/02/28/donald-trump-i-am-not-doing-this-for-fun-we-cant-fix-u-s-unless-we-put-right-person-in-wh/",,,,,,,,,"x1948120472","PPDNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x574886895693467648",2015-03-09 10:58:11,"x25073877","realDonaldTrump","Will be on @foxandfriends at 7:00 - 5 minutes.","Twitter for Android",46,,,,FALSE,FALSE,52,21,,,,,,,,,,,,,,"x15513604","foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573939334006571008",2015-03-06 20:12:55,"x25073877","realDonaldTrump","Golf is a game of respect and sportsmanship; we have to respect its traditions and its rules. -- Jack Nicklaus","Twitter Web Client",110,,,,FALSE,FALSE,168,88,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x572785094416601091",2015-03-03 15:46:22,"x25073877","realDonaldTrump","Entrepreneurs:  Follow your instincts and keep your focus intact. You alone know where you really want to go.","Twitter Web Client",109,,,,FALSE,FALSE,343,285,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x570407488207650816",2015-02-25 02:18:37,"x25073877","realDonaldTrump","""@ShotGunFloyd: @realDonaldTrump classic!""","Twitter for Android",42,,,,FALSE,FALSE,19,11,,,,,,,,,,,,,,"x2945957444 25073877","ShotGunFloyd realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573676421928910849",2015-03-06 02:48:12,"x25073877","realDonaldTrump","""@EJ1469: @realDonaldTrump well half of Mexico will see the event because they are here in the USA""","Twitter for Android",99,,,,FALSE,FALSE,50,12,,,,,,,,,,,,,,"x2780643655 25073877","EJ1469 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x572089054545752064",2015-03-01 17:40:34,"x25073877","realDonaldTrump","“@WestJournalism Exclusive – We Asked Donald Trump What Jobs He Would Offer ISIS” http://t.co/JRoqBdSV6j","Twitter Web Client",104,,,,FALSE,FALSE,35,41,,,"westernjournalism.com/we-asked-donal…","http://t.co/JRoqBdSV6j","http://www.westernjournalism.com/we-asked-donald-trump-what-jobs-he-would-offer-isis/#EUiH3wXUhwmrqSJp.99",,,,,,,,,"x46520074","WestJournalism","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573762812394270720",2015-03-06 08:31:29,"x25073877","realDonaldTrump","""@evanbooth5: Save us @realDonaldTrump, you're our only hope! #Trump2016 http://t.co/ELbCidwd9c""","Twitter for Android",96,,,,FALSE,FALSE,77,37,"Trump2016",,"pic.twitter.com/ELbCidwd9c","http://t.co/ELbCidwd9c","https://twitter.com/evanbooth5/status/573761733245845504/photo/1",,,,,,,,,"x829866065731559424 25073877","EvanBooth5 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573617193654575104",2015-03-05 22:52:50,"x25073877","realDonaldTrump","Despite Mexico's interest in again hosting the Miss Universe Pageant, it will be because of Rodolfo Rosas Moya that it will never happen.","Twitter Web Client",137,,,,FALSE,FALSE,135,130,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x570434087527165952",2015-02-25 04:04:19,"x25073877","realDonaldTrump","""'Good Chance' Trump Will Run for President"" http://t.co/7VD05VjGHK via @Newsmax_Media by @melaniebatley","Twitter for BlackBerry",104,,,,FALSE,FALSE,146,81,,,"newsmax.com/melaniebatley/…","http://t.co/7VD05VjGHK","http://www.newsmax.com/melaniebatley/trump-2016-president-isis/2015/02/24/id/626586/",,,,,,,,,"x260739291","melaniebatley","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x570414440954372096",2015-02-25 02:46:15,"x25073877","realDonaldTrump","""@Sethanatorr:Trump should run for president. We need him. Obama has accomplished nothing. We all know Mr. Trump knows how to get stuff done","Twitter for Android",140,,,,FALSE,FALSE,119,57,,,,,,,,,,,,,,"x2491066191","Sethanatorr","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7625066 -73.9751701","-73.9751701 40.7625066","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x572242248240254976",2015-03-02 03:49:18,"x25073877","realDonaldTrump","Via @BreitbartNews by @mboyle1:""Donald Trump Slams Liberals In ‘Dishonest Press’: ‘I’m Going To Start Naming Names’"" http://t.co/7uzPNPJ9vK","Twitter for BlackBerry",139,,,,FALSE,FALSE,99,88,,,"breitbart.com/big-government…","http://t.co/7uzPNPJ9vK","http://www.breitbart.com/big-government/2015/03/01/donald-trump-slams-liberals-in-dishonest-press-im-going-to-start-naming-names/",,,,,,,,,"x457984599 21426423","BreitbartNews mboyle1","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x571819071831969792",2015-02-28 23:47:45,"x25073877","realDonaldTrump","Via @washingtonpost by @jdelreal: ""About that Donald Trump speech at CPAC …"" http://t.co/fr4hEyfbys","Twitter for BlackBerry",99,,,,FALSE,FALSE,51,33,,,"washingtonpost.com/blogs/post-pol…","http://t.co/fr4hEyfbys","http://www.washingtonpost.com/blogs/post-politics/wp/2015/02/27/about-that-donald-trump-speech-at-cpac/",,,,,,,,,"x2467791 22313347","washingtonpost jdelreal","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x573580929299582976",2015-03-05 20:28:44,"x25073877","realDonaldTrump","The mark of a great player is in his ability to come back. The great champions have all come back from defeat. -- Sam Snead","Twitter Web Client",123,,,,FALSE,FALSE,195,196,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x572786484966764544",2015-03-03 15:51:54,"x25073877","realDonaldTrump","Entrepreneurs: Don’t ever think you’ve done it all already or that you’ve done your best. You haven't-- so don't limit yourself!","Twitter Web Client",128,,,,FALSE,FALSE,275,241,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x569600254368210945",2015-02-22 20:50:57,"x25073877","realDonaldTrump","Going to The Citadel tonight - getting The Nathan Hale Patriot Award. Very nice!","Twitter for Android",80,,,,FALSE,FALSE,249,77,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/4de072969805ac41.json","West Palm Beach","West Palm Beach, FL","city","United States","US","26.6792283 -80.094827","-80.094827 26.6792283","-80.2006 -80.044639 -80.044639 -80.2006 26.644671 26.644671 26.7991205 26.7991205"
"x569841043581100032",2015-02-23 12:47:46,"x25073877","realDonaldTrump","""@TalismanJohnnyA: Waiting to see you at CPAC. Wish your segments were about 5 minutes longer though on Monday mornings #foxandfriends""","Twitter for Android",135,,,,FALSE,FALSE,28,14,"foxandfriends",,,,,,,,,,,,,"x2397996265","TalismanJohnnyA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624824 -73.9751454","-73.9751454 40.7624824","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x568980715955724288",2015-02-21 03:49:08,"x25073877","realDonaldTrump","""@toddinwichita: @realDonaldTrump I will gladly volunteer for your campaign in my area . Please RUN . #VoteForTrump #TrumpForPresident","Twitter for Android",134,,,,FALSE,FALSE,72,27,"VoteForTrump TrumpForPresident",,,,,,,,,,,,,"x222888059 25073877","toddinwichita realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/3297935a53c5a08c.json","Palm Beach","Palm Beach, FL","city","United States","US","26.6767323 -80.0371491","-80.0371491 26.6767323","-80.0455466 -80.032976 -80.032976 -80.0455466 26.593627 26.593627 26.771381 26.771381"
"x568389849130139648",2015-02-19 12:41:14,"x25073877","realDonaldTrump","""@dannyandrews51: @realDonaldTrump this country is ready for a true leader, and that leader is you!"" I agree!","Twitter for Android",109,,,,FALSE,FALSE,72,26,,,,,,,,,,,,,,"x196298457 25073877","dannyandrews51 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7625135 -73.9750824","-73.9750824 40.7625135","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x569955886308986880",2015-02-23 20:24:07,"x25073877","realDonaldTrump","""@JPNwrites  The Oscars can learn a lot from the Miss Universe pageant. @realDonaldTrump""  True!","Twitter Web Client",96,,,,FALSE,FALSE,76,47,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x569726744527290368",2015-02-23 05:13:35,"x25073877","realDonaldTrump","What ever happened to the good old days of The Academy Awards. This show is an insult to the past, just plain bad!","Twitter for Android",114,,,,FALSE,FALSE,1049,583,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.762497 -73.9750818","-73.9750818 40.762497","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x570245154818408449",2015-02-24 15:33:34,"x25073877","realDonaldTrump","Put the glamour, beauty &amp; mystery back in the Oscars and the ratings will zoom. Also, &amp; most importantly, the Oscars need credibility.","Twitter Web Client",142,,,,FALSE,FALSE,229,158,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x567980260173737985",2015-02-18 09:33:41,"x25073877","realDonaldTrump","""@xkayla_rae: mom - "" leave me alone I want to just be with @realDonaldTrump """" Cute!","Twitter for Android",85,,,,FALSE,FALSE,52,35,,,,,,,,,,,,,,"x1424463830 25073877","xkayla_rae realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7625356 -73.9750989","-73.9750989 40.7625356","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x568387798924963840",2015-02-19 12:33:06,"x25073877","realDonaldTrump","Record setting cold and snow, ice caps massive! The only global warming we should fear is that caused by nuclear weapons - incompetent pols.","Twitter for Android",140,,,,FALSE,FALSE,279,279,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624961 -73.9751311","-73.9751311 40.7624961","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x570307168248987648",2015-02-24 19:39:59,"x25073877","realDonaldTrump","Trump National Golf Club Los Angeles is situated on the Palos Verdes Peninsula overlooking the Pacific Ocean... http://t.co/Gktsmo70Jc","Twitter Web Client",134,,,,FALSE,FALSE,28,26,,,"trump.com/Golf_Clubs/Los…","http://t.co/Gktsmo70Jc","http://www.trump.com/Golf_Clubs/Los_Angeles/Los_Angeles.asp",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
