"x514403258400776192",2014-09-23 13:17:48,"x25073877","realDonaldTrump","""@donallentown: @realDonaldTrump @KyleKissKiss not only do you have a great name.. you'd win and do a great job. Hug @IvankaTrump for me :)""","Twitter for Android",140,,,,FALSE,FALSE,20,11,,,,,,,,,,,,,,"x2767166765 25073877 44596151 52544275","donallentown realDonaldTrump KyleKissKiss IvankaTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512240414557212672",2014-09-17 14:03:26,"x25073877","realDonaldTrump","“There is a point in every contest when sitting on the sidelines is not an option.”  -- Dean Smith","Twitter Web Client",98,,,,FALSE,FALSE,134,140,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512992542624071680",2014-09-19 15:52:07,"x25073877","realDonaldTrump","I am convinced that if @AlexSalmond had not pushed ugly wind turbines all over Scotland, the vote would have been much better for him!","Twitter Web Client",134,,,,FALSE,FALSE,65,122,,,,,,,,,,,,,,"x236786367","AlexSalmond","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512404914065383424",2014-09-18 00:57:06,"x25073877","realDonaldTrump","@Luigiboria  Congratulations on getting the Miss Universe Pageant to come to Doral/Miami - it will be a great show and a tremendous success!","Twitter for Android",140,,"x119121356","Luigiboria",FALSE,FALSE,37,34,,,,,,,,,,,,,,"x119121356","Luigiboria","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624371 -73.9751192","-73.9751192 40.7624371","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x514009969478623232",2014-09-22 11:15:01,"x25073877","realDonaldTrump","""@johneharmon: @realDonaldTrump great segment on fox and friends. #takebacksenate""","Twitter for Android",82,,,,FALSE,FALSE,19,8,"takebacksenate",,,,,,,,,,,,,"x55943428 25073877","johneharmon realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512214250576936960",2014-09-17 12:19:28,"x25073877","realDonaldTrump","""@GZervs: Great job on @espn this morning. @realDonaldTrump could run the NFL much better""","Twitter for Android",90,,,,FALSE,FALSE,24,10,,,,,,,,,,,,,,"x341223818 2557521 25073877","GZervs espn realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512212995506991104",2014-09-17 12:14:29,"x25073877","realDonaldTrump","""@louis_the_iv: Idk if anyone watched Mike and Mike this morning but @realDonaldTrump spoke the absolute truth""","Twitter for Android",111,,,,FALSE,FALSE,15,6,,,,,,,,,,,,,,"x388285395 25073877","louis_the_iv realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624483 -73.9751072","-73.9751072 40.7624483","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x512346073499983872",2014-09-17 21:03:17,"x25073877","realDonaldTrump","“Sometimes you have to take a half step back to take two forward.” - @VinceMcMahon","Twitter Web Client",82,,,,FALSE,FALSE,177,201,,,,,,,,,,,,,,"x1222639789","VinceMcMahon","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x514364946533343232",2014-09-23 10:45:34,"x25073877","realDonaldTrump","""@KyleKissKiss: @realDonaldTrump run for president, win, and handle it!""","Twitter for Android",72,,,,FALSE,FALSE,54,25,,,,,,,,,,,,,,"x44596151 25073877","KyleKissKiss realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512212006926299137",2014-09-17 12:10:33,"x25073877","realDonaldTrump","""@beasonshane: @Espngreeny @espngolic great call from @realDonaldTrump 100% agree with him on the stated of the NFL and football in general.","Twitter for Android",140,,,,FALSE,FALSE,7,7,,,,,,,,,,,,,,"x374247655 488011724 521321191 25073877","beasonshane Espngreeny espngolic realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624873 -73.9750454","-73.9750454 40.7624873","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x514126513705611264",2014-09-22 18:58:07,"x25073877","realDonaldTrump","From rags to riches, and back to rags! 
http://t.co/NpY9Nw6fvJ","Twitter Web Client",62,,,,FALSE,FALSE,60,61,,,"nytimes.com/2014/09/22/us/…","http://t.co/NpY9Nw6fvJ","http://www.nytimes.com/2014/09/22/us/heirs-to-an-oil-fortune-join-the-divestment-drive.html?_r=0",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x513021653102919682",2014-09-19 17:47:48,"x25073877","realDonaldTrump","China's the leading exporter of Iraqi oil yet they won’t lift a finger against ISIS. Why should we do the heavy lifting for China’s gain?","Twitter Web Client",137,,,,FALSE,FALSE,272,290,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x513314663946547200",2014-09-20 13:12:07,"x25073877","realDonaldTrump","The NFL image is really tarnished! Now, if the sponsors start leaving and the ratings go down, the NFL will be in big trouble. Boring games!","Twitter for Android",140,,,,FALSE,FALSE,284,343,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512213525696360448",2014-09-17 12:16:35,"x25073877","realDonaldTrump","""@GameANew: @realDonaldTrump Absolutely right!! #mikeandmike""","Twitter for Android",61,,,,FALSE,FALSE,10,3,"mikeandmike",,,,,,,,,,,,,"x2421964502 25073877","GameANew realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624927 -73.9750605","-73.9750605 40.7624927","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x513999736119242752",2014-09-22 10:34:21,"x25073877","realDonaldTrump","Good morning. I will be on Fox and Friends at 7.00 (30 minutes). Enjoy! @foxandfriends","Twitter for Android",86,,,,FALSE,FALSE,84,41,,,,,,,,,,,,,,"x15513604","foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x513138871182569472",2014-09-20 01:33:35,"x25073877","realDonaldTrump","""@PWR34: Wow, @realDonaldTrump knows how to build 'em. #Chicago http://t.co/I2k2K9PoGQ""  True!","Twitter for Android",94,,,,FALSE,FALSE,161,79,"Chicago",,,,,"http://pbs.twimg.com/media/Bx8D09vIMAAEbT-.jpg","http://t.co/I2k2K9PoGQ","https://twitter.com/PWR34/status/513133101900656640/photo/1","photo","http://pbs.twimg.com/media/Bx8D09vIMAAEbT-.jpg","http://t.co/I2k2K9PoGQ","https://twitter.com/PWR34/status/513133101900656640/photo/1",,"x74792989 25073877","PWR34 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x514005090848743424",2014-09-22 10:55:38,"x25073877","realDonaldTrump","""@RobHelm78: @realDonaldTrump @foxandfriends Thank God, I need my DT fix"" Cute!","Twitter for Android",79,,,,FALSE,FALSE,9,9,,,,,,,,,,,,,,"x25073877 15513604","realDonaldTrump foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x514399552053727232",2014-09-23 13:03:04,"x25073877","realDonaldTrump","""@Karabeckley:  @KyleKissKiss couldn't agree more! Please our country needs a true strong leader! I'm terrified for this country now!""","Twitter for Android",134,,,,FALSE,FALSE,31,20,,,,,,,,,,,,,,"x25125760 44596151","Karabeckley KyleKissKiss","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512591135022522368",2014-09-18 13:17:04,"x25073877","realDonaldTrump","""@ewalkdog33: @realDonaldTrump even if it's only 4 years be president and fix this countries economy""","Twitter for Android",101,,,,FALSE,FALSE,31,14,,,,,,,,,,,,,,"x406723819 25073877","ewalkdog33 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512339970414374912",2014-09-17 20:39:02,"x25073877","realDonaldTrump","Are the Republicans going to blow their chance to take the Senate? Must focus on ObamaCare and amnesty.","Twitter Web Client",103,,,,FALSE,FALSE,113,105,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x514004916130828289",2014-09-22 10:54:56,"x25073877","realDonaldTrump","""@socalmike_SD: @realDonaldTrump @foxandfriends Wish you were President right now...One can hope...We need a leader in a leaderless country""","Twitter for Android",140,,,,FALSE,FALSE,257,149,,,,,,,,,,,,,,"x832886564 25073877 15513604","socalmike_SD realDonaldTrump foxandfriends","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512213082865942528",2014-09-17 12:14:50,"x25073877","realDonaldTrump","""@CJDischinger: @MikeAndMike --- so @realDonaldTrump for @nfl commish? Loved his views.""","Twitter for Android",88,,,,FALSE,FALSE,6,2,,,,,,,,,,,,,,"x2675004672 873161094495383552 25073877 19426551","CJDischinger MikeAndMike realDonaldTrump NFL","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512210660420509697",2014-09-17 12:05:12,"x25073877","realDonaldTrump","""@TheRxElite: @realDonaldTrump loved your time on @MikeAndMike today. Great points and views.""","Twitter for Android",94,,,,FALSE,FALSE,7,3,,,,,,,,,,,,,,"x930422593 25073877 873161094495383552","TheRxElite realDonaldTrump MikeAndMike","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509987825245511681",2014-09-11 08:52:27,"x25073877","realDonaldTrump","""@IndyBuffaloJim: The American public will fall deeper in debt and will crush our middle class. Another plan of our Socialistic President.","Twitter for Android",138,,,,FALSE,FALSE,81,63,,,,,,,,,,,,,,"x2179006477","IndyBuffaloJim","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510868057796128768",2014-09-13 19:10:11,"x25073877","realDonaldTrump","""@samanthaviner01: @realDonaldTrump for president""","Twitter for Android",50,,,,FALSE,FALSE,63,29,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510475673853788161",2014-09-12 17:10:59,"x25073877","realDonaldTrump","Via @HeraldBusiness by @hannahbsampson: “@TrumpDoral looking to hire hundreds”
  http://t.co/rYKTW0JRq5","Twitter Web Client",103,,,,FALSE,FALSE,15,17,,,"miamiherald.com/2014/09/11/434…","http://t.co/rYKTW0JRq5","http://www.miamiherald.com/2014/09/11/4342725/trump-doral-looking-to-hire-hundreds.html",,,,,,,,,"x108693167 37131364 633797941","HeraldBusiness hannahbsampson TrumpDoral","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510499676165259265",2014-09-12 18:46:22,"x25073877","realDonaldTrump","The so-called ‘moderate’ Syrian rebels pledged their allegiance to ISIS after Obama’s address. We should not be arming them!","Twitter Web Client",124,,,,FALSE,FALSE,374,420,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510922273378033664",2014-09-13 22:45:37,"x25073877","realDonaldTrump","""@hawkeye3073: @realDonaldTrump I know you hear this endlessly but you would definitely have my vote should you run in 2016 #MuchRespect""","Twitter for Android",137,,,,FALSE,FALSE,47,7,"MuchRespect",,,,,,,,,,,,,"x23564522 25073877","hawkeye3073 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510924395981062144",2014-09-13 22:54:03,"x25073877","realDonaldTrump","Secretary Kerry cannot get other nations to join us in fighting ISIS. They are afraid and he is a poor salesman who reps a pathetic leader!","Twitter for Android",139,,,,FALSE,FALSE,479,355,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512210789827354624",2014-09-17 12:05:43,"x25073877","realDonaldTrump","""@jphillipsLO: @realDonaldTrump @espn You were spot on about the game of football being boring. Too many flags.""","Twitter for Android",112,,,,FALSE,FALSE,17,4,,,,,,,,,,,,,,"x962335880 25073877 2557521","jphillipsLO realDonaldTrump espn","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510915257511190528",2014-09-13 22:17:44,"x25073877","realDonaldTrump","""@Lauraaachinn: @realDonaldTrump for President 2016. I would be first in line at the polls.""","Twitter for Android",92,,,,FALSE,FALSE,55,23,,,,,,,,,,,,,,"x1439908802 25073877","Lauraaachinn realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510480250904801280",2014-09-12 17:29:10,"x25073877","realDonaldTrump",".@DonaldJTrumpJr’s @CNBC interview discussing the starving demand that is fueling high-end luxury http://t.co/SuLDq6m1g5","Twitter Web Client",120,,,,FALSE,FALSE,18,11,,,"video.cnbc.com/gallery/?video…","http://t.co/SuLDq6m1g5","http://video.cnbc.com/gallery/?video=3000309684",,,,,,,,,"x39344374 20402945","DonaldJTrumpJr CNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511333894533435392",2014-09-15 02:01:15,"x25073877","realDonaldTrump","""@AndyHemmins: @realDonaldTrump #MissUSA is way classier than #MissAmerica""","Twitter for Android",75,,,,FALSE,FALSE,63,19,"MissUSA MissAmerica",,,,,,,,,,,,,"x96806334 25073877","AndyHemmins realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509992486916608000",2014-09-11 09:10:58,"x25073877","realDonaldTrump","""@bebe_el_mejor: @realDonaldTrump Mr. Trump you are one of the people I most admire ! Greetings from Venezuela!."" Thanks.","Twitter for Android",121,,,,FALSE,FALSE,33,13,,,,,,,,,,,,,,"x343458711 25073877","bebe_el_mejor realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511911521736466432",2014-09-16 16:16:32,"x25073877","realDonaldTrump","""@Yankee_RangerNV @realDonaldTrump Don't forget you were also the ONLY person to host Wrestlemania in back to back years"" So true, thanks.","Twitter Web Client",138,,,,FALSE,FALSE,19,18,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x509992018811322368",2014-09-11 09:09:07,"x25073877","realDonaldTrump","""@EnhancedEddie: @realDonaldTrump trump you will make the greatest president since Lincoln"" Wow, nice!","Twitter for Android",102,,,,FALSE,FALSE,81,26,,,,,,,,,,,,,,"x855764900 25073877","EnhancedEddie realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511467346809344000",2014-09-15 10:51:32,"x25073877","realDonaldTrump","I will be on Fox and Friends at.7.00 A.M. Enjoy!","Twitter for Android",48,,,,FALSE,FALSE,141,44,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512211498274668544",2014-09-17 12:08:32,"x25073877","realDonaldTrump","""@thesa: @Espngreeny @MikeAndMike @espngolic Listen to what @realDonaldTrump said He just summed up what all the fans feel about the league""","Twitter for Android",140,,,,FALSE,FALSE,6,6,,,,,,,,,,,,,,"x3687548113 488011724 873161094495383552 521321191 25073877","thesa Espngreeny MikeAndMike espngolic realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US","40.7624812 -73.9750355","-73.9750355 40.7624812","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x510364568473051136",2014-09-12 09:49:29,"x25073877","realDonaldTrump","""@jenniii0rozco: @realDonaldTrump you should be our new president ..","Twitter for Android",68,,,,FALSE,FALSE,61,17,,,,,,,,,,,,,,"x461879468 25073877","jenniii0rozco realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510935115640610816",2014-09-13 23:36:38,"x25073877","realDonaldTrump","""@A_Frog_4_Life: If you're interested in 'balancing' work and pleasure, stop! Instead make your work more pleasurable - Donald Trump","Twitter for Android",132,,,,FALSE,FALSE,191,144,,,,,,,,,,,,,,"x532473772","A_Frog_4_Life","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511908564198498305",2014-09-16 16:04:47,"x25073877","realDonaldTrump","We must immediately stop all air traffic coming from the Ebola infected areas of Africa—before it is too late.","Twitter Web Client",110,,,,FALSE,FALSE,403,345,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512209887112486912",2014-09-17 12:02:08,"x25073877","realDonaldTrump","""@bxrocboy: @Espngreeny @realDonaldTrump was right. The NFL is ruining the game with all of the penalties. As a fan, I'm losing interest.""","Twitter for Android",138,,,,FALSE,FALSE,27,17,,,,,,,,,,,,,,"x488011724 25073877","Espngreeny realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512210528681611264",2014-09-17 12:04:41,"x25073877","realDonaldTrump","""@AriansFetus: @MikeAndMike @realDonaldTrump WOW, what did I wake up to? Awesome take.  #NFL""","Twitter for Android",93,,,,FALSE,FALSE,8,4,"NFL",,,,,,,,,,,,,"x2300301816 873161094495383552 25073877","AriansFetus MikeAndMike realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511959324613046272",2014-09-16 19:26:29,"x25073877","realDonaldTrump","Right To Play uses the power of play to educate and empower children facing adversity. A great cause--check it out. http://t.co/lvS6IMvfTT","Twitter Web Client",138,,,,FALSE,FALSE,41,41,,,"mississippimillion.com","http://t.co/lvS6IMvfTT","http://www.mississippimillion.com/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511919171752697856",2014-09-16 16:46:56,"x25073877","realDonaldTrump","Just met with David Perdue @Perduesenate. He’s a fantastic guy who will fight hard against ObamaCare. He will win!","Twitter Web Client",114,,,,FALSE,FALSE,129,75,,,,,,,,,,,,,,"x1397501864","Perduesenate","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510103742038155264",2014-09-11 16:33:04,"x25073877","realDonaldTrump","My interview on 9/13/01 with a German reporter after visiting Ground Zero https://t.co/uJC4G64xyN","Twitter Web Client",97,,,,FALSE,FALSE,90,65,,,"youtube.com/watch?v=aoYXih…","https://t.co/uJC4G64xyN","https://www.youtube.com/watch?v=aoYXihwcp8c",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510922741118423042",2014-09-13 22:47:28,"x25073877","realDonaldTrump","""@Kstork48G: @realDonaldTrump I would love for you to run. What would be your plan on stopping ISIS?? Military mom here. Love you""","Twitter for Android",130,,,,FALSE,FALSE,35,9,,,,,,,,,,,,,,"x933553333 25073877","Kstork48G realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512211071944654849",2014-09-17 12:06:50,"x25073877","realDonaldTrump","""@StClou: Have to agree with Mr. T, what will ruin NFL is not the off-field idiocy, but the on field idiocy of penalizing every hard tackle""","Twitter for Android",140,,,,FALSE,FALSE,22,18,,,,,,,,,,,,,,"x1059379014","stclou","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510971923434860544",2014-09-14 02:02:54,"x25073877","realDonaldTrump","""@CahlRStorrie: @realDonaldTrump you always know what to say. You're an inspiration for millions if not billions."" Thank you.","Twitter for Android",125,,,,FALSE,FALSE,60,25,,,,,,,,,,,,,,"x2494999584 25073877","CahlRStorrie realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512210235424260098",2014-09-17 12:03:31,"x25073877","realDonaldTrump","""@Todd_H @MikeAndMike -Let the court &amp; league discipline them and move on. Agree with Mr. T, the @nfl needs to worry about product on field""","Twitter for Android",144,,,,FALSE,FALSE,14,14,,,,,,,,,,,,,,"x17031782 873161094495383552 19426551","todd_h MikeAndMike NFL","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510939662685593600",2014-09-13 23:54:43,"x25073877","realDonaldTrump","I have nothing to do with Atlantic City-sold years ago (great timing). For losers and haters, I NEVER went bankrupt. Plus $10 billion, sorry","Twitter for Android",140,,,,FALSE,FALSE,472,296,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512211160448655360",2014-09-17 12:07:11,"x25073877","realDonaldTrump","""@SouthernRambler: @realDonaldTrump @espn you were right on! Agreed with product on field is horrible""","Twitter for Android",102,,,,FALSE,FALSE,8,3,,,,,,,,,,,,,,"x167857214 25073877 2557521","SouthernRambler realDonaldTrump espn","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x511896917811691520",2014-09-16 15:18:30,"x25073877","realDonaldTrump","I've realized that success requires 100% effort and 100% focus. Nothing less.","Twitter Web Client",77,,,,FALSE,FALSE,576,597,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x512209645122105344",2014-09-17 12:01:10,"x25073877","realDonaldTrump","""@J_Hawk25: @realDonaldTrump well said this morning on @MikeAndMike the NFL has become the No Fun League. #nfl""","Twitter for Android",111,,,,FALSE,FALSE,25,16,"nfl",,,,,,,,,,,,,"x191468145 25073877 873161094495383552","J_Hawk25 realDonaldTrump MikeAndMike","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510055267539894272",2014-09-11 13:20:26,"x25073877","realDonaldTrump","""@Yankee_RangerNV The silver lining in you not buying the Bills is that you can HOPEFULLY rescue what's left of this country&amp; RUN!"" So true!","Twitter Web Client",144,,,,FALSE,FALSE,43,22,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x510935006924251137",2014-09-13 23:36:13,"x25073877","realDonaldTrump","""@BenTrolling: @realDonaldTrump @EastonWestwood Donald Trump has more know how, grit, and integrity than George W. Bush."" Very true!","Twitter for Android",132,,,,FALSE,FALSE,45,35,,,,,,,,,,,,,,"x2548210225 25073877 1206526830","BenTrolling realDonaldTrump EastonWestwood","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
