"x662564576265953280",2015-11-06 09:37:59,"x25073877","realDonaldTrump","""@Rick_Sa: @greta Interesting presidential race; Carson tries to beat his mom with a hammer, and @realDonaldTrump beats Carson in the polls!","Twitter for Android",140,,,,FALSE,FALSE,1345,723,,,,,,,,,,,,,,"x61300037 16031927 25073877","rick_sa greta realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662688893146386437",2015-11-06 17:51:58,"x25073877","realDonaldTrump","""@BornToBeGOP: @realDonaldTrump @Robostop10 @politico How anyone could see him as president baffles me. Lies and insane theories.","Twitter for Android",129,,,,FALSE,FALSE,1002,470,,,,,,,,,,,,,,"x3895471456 25073877 532286836 9300262","BornToBeGOP realDonaldTrump Robostop10 politico","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663384887521624064",2015-11-08 15:57:36,"x25073877","realDonaldTrump","Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!","Twitter for Android",128,,,,FALSE,FALSE,5776,2123,,,,,,,,,,,,,,"x28221296","nbcsnl","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663482211124031488",2015-11-08 22:24:20,"x25073877","realDonaldTrump","""@coltsfan322: @realDonaldTrump @EricShawnonFox https://t.co/bO63wm27qE""","Twitter for Android",72,,,,FALSE,FALSE,2114,916,,,,,,"http://pbs.twimg.com/media/CTUoTHfW4AUMFr4.jpg","https://t.co/bO63wm27qE","https://twitter.com/coltsfan322/status/663480867008946176/photo/1","photo","http://pbs.twimg.com/media/CTUoTHfW4AUMFr4.jpg","https://t.co/bO63wm27qE","https://twitter.com/coltsfan322/status/663480867008946176/photo/1",,"x111266876 25073877 2377683595","coltsfan322 realDonaldTrump EricShawnonFox","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663076571012534272",2015-11-07 19:32:28,"x25073877","realDonaldTrump","""@AmesMoreno: @DesignerDeb3 @garyinlv01 @sueinwny @megynkelly @realDonaldTrump https://t.co/mGgGuxnYiG""  Wow Marco, is this true?","Twitter for Android",129,,,,FALSE,FALSE,1396,921,,,"pic.twitter.com/mGgGuxnYiG","https://t.co/mGgGuxnYiG","https://twitter.com/AmesMoreno/status/663075279770796032/photo/1",,,,,,,,,"x855752604315418628 1332367184 3676940660 201295178 110445334 25073877","amesmoreno DesignerDeb3 garyinlv01 sueinwny megynkelly realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662688974872424448",2015-11-06 17:52:18,"x25073877","realDonaldTrump","""@TrumpsMyHomeboy: @realDonaldTrump @Robostop10 @politico The #MSM straw man candidate is falling apart!👊🏽""","Twitter for Android",107,,,,FALSE,FALSE,927,427,"MSM",,,,,,,,,,,,,"x3951058876 25073877 532286836 9300262","TrumpsMyHomeboy realDonaldTrump Robostop10 politico","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663482336634343424",2015-11-08 22:24:50,"x25073877","realDonaldTrump","""@EmitteLucemTuam: @realDonaldTrump @EricShawnonFox Great job Donald! Good luck from Canada!""","Twitter for Android",93,,,,FALSE,FALSE,1130,483,,,,,,,,,,,,,,"x25073877 2377683595","realDonaldTrump EricShawnonFox","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663075027210903552",2015-11-07 19:26:20,"x25073877","realDonaldTrump","""@RealCinders2: @realDonaldTrump use SNL to tell Hispanics you are for them , you want them to have jobs and be here legally"" Great idea!","Twitter for Android",137,,,,FALSE,FALSE,1665,776,,,,,,,,,,,,,,"x143288338 25073877","RealCinders2 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662721166356840448",2015-11-06 20:00:13,"x25073877","realDonaldTrump","Will be on @oreillyfactor tonight. Signing a copy of Crippled America for Bill! https://t.co/AgYUvlCU1u","Twitter Web Client",103,,,,FALSE,FALSE,2704,1209,,,,,,"http://pbs.twimg.com/media/CTJ1Yz0UAAAk8wq.jpg","https://t.co/AgYUvlCU1u","https://twitter.com/realDonaldTrump/status/662721166356840448/photo/1","photo","http://pbs.twimg.com/media/CTJ1Yz0UAAAk8wq.jpg","https://t.co/AgYUvlCU1u","https://twitter.com/realDonaldTrump/status/662721166356840448/photo/1",,"x50113613","oreillyfactor","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663329749851353088",2015-11-08 12:18:31,"x25073877","realDonaldTrump","""@redletter99: @realDonaldTrump thanks donald great show,when r u coming back to massachusetts?"" Very soon!","Twitter for Android",107,,,,FALSE,FALSE,1093,427,,,,,,,,,,,,,,"x392783363 25073877","redletter99 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663482358264369152",2015-11-08 22:24:55,"x25073877","realDonaldTrump","""@tegodreaux: @realDonaldTrump @EricShawnonFox HUUUUUGE""","Twitter for Android",56,,,,FALSE,FALSE,1124,439,,,,,,,,,,,,,,"x25862769 25073877 2377683595","tegodreaux realDonaldTrump EricShawnonFox","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663480514108653568",2015-11-08 22:17:36,"x25073877","realDonaldTrump",".@EricShawnonFox Highest rated Saturday Night Live in four years. 47% higher than their opening night with Hillary &amp; Miley Cyrus. Nice words","Twitter for Android",144,,,,FALSE,FALSE,2547,1059,,,,,,,,,,,,,,"x2377683595","EricShawnonFox","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663329667236159488",2015-11-08 12:18:11,"x25073877","realDonaldTrump","""@David360NC: We finally have a voice with   Let’s do our part &amp; VOTE IN THE R PRIMARY 4 #Trump2016 #TrumpArmy https://t.co/ri0ORHBefU""","Twitter for Android",139,,,,FALSE,FALSE,1344,681,"Trump2016 TrumpArmy",,"twitter.com/MWrexLibs16/st…","https://t.co/ri0ORHBefU","https://twitter.com/MWrexLibs16/status/662360053421203456",,,,,,,,,"x3293741005","David360NC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663518286915702784",2015-11-09 00:47:41,"x25073877","realDonaldTrump","Thank you to all of those who gave me such wonderful reviews for my performance on @nbcsnl Saturday Night Live. Best ratings in 4 years!","Twitter for Android",136,,,,FALSE,FALSE,5743,1698,,,,,,,,,,,,,,"x28221296","nbcsnl","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663048165843705856",2015-11-07 17:39:36,"x25073877","realDonaldTrump","""@Live5News: Live from New York, Donald Trump will soon be hosting 'SNL': https://t.co/LAIUCTCxGb"" Frazier, enjoy the show and best wishes!","Twitter for Android",139,,,,FALSE,FALSE,1388,671,,,"shout.lt/bhzC9","https://t.co/LAIUCTCxGb","http://shout.lt/bhzC9",,,,,,,,,"x16813752","Live5News","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x663050261431246848",2015-11-07 17:47:55,"x25073877","realDonaldTrump","They are saying that tickets to tonight's Saturday Night Live are the hardest to get in the history of this great show! Off to a good start!","Twitter for Android",140,,,,FALSE,FALSE,3171,1369,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662632702227648512",2015-11-06 14:08:41,"x25073877","realDonaldTrump","Carson now admits his friend named ""Bob,"" who he tried to stab (Bob was saved by his belt buckle!), no longer exists as Bob. Wrong name!","Twitter for iPhone",136,,,,FALSE,FALSE,1980,1000,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662194845784625152",2015-11-05 09:08:48,"x25073877","realDonaldTrump","""@lizzym420: @amrightnow @realDonaldTrump What other candidate begins to rival Trump in his knowledge, breadth of issues, stamina?"" Thanks!","Twitter for Android",139,,,,FALSE,FALSE,1310,652,,,,,,,,,,,,,,"x2166712563 449110269 25073877","lizzym420 amrightnow realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661006692453339136",2015-11-02 02:27:31,"x25073877","realDonaldTrump","""@Tar_Heel_73: @realDonaldTrump We shouldn't be surprised.No leadership in the White House.Glad @realDonaldTrump will #MakeAmericaGreatAgain","Twitter for Android",140,,,,FALSE,FALSE,1255,573,"MakeAmericaGreatAgain",,,,,,,,,,,,,"x4076831927 25073877 25073877","Tar_Heel_73 realDonaldTrump realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661760750520836096",2015-11-04 04:23:52,"x25073877","realDonaldTrump","""@David360NC: @adenunzio We finally have a voice with @realDonaldTrump , Let’s do our part &amp; VOTE IN THE PRIMARY 4 #Trump2016 #TrumpArmy""","Twitter for Android",141,,,,FALSE,FALSE,1255,700,"Trump2016 TrumpArmy",,,,,,,,,,,,,"x3293741005 35243021 25073877","David360NC adenunzio realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x660792870497067008",2015-11-01 12:17:51,"x25073877","realDonaldTrump","""@Michael_0000: [First Vote News Video | Mike Tyson Endorses Donald Trump for President] - https://t.co/7c0VeVj5ko""  Thanks Mike!","Twitter for Android",129,,,,FALSE,FALSE,1405,648,,,"gla.news/2015/10/first-…","https://t.co/7c0VeVj5ko","http://gla.news/2015/10/first-vote-news-video-mike-tyson-endorses-donald-trump-for-president/",,,,,,,,,"x20987538","michael_0000","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661897728432173056",2015-11-04 13:28:10,"x25073877","realDonaldTrump","Isn't it terrible that @megynkelly used a poll not used before (I.B.D.) when I was down, but refuses to use it now when I am up?","Twitter for Android",128,,,,FALSE,FALSE,4940,1988,,,,,,,,,,,,,,"x110445334","megynkelly","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661761681845039104",2015-11-04 04:27:34,"x25073877","realDonaldTrump","""@DougDWiley: @realDonaldTrump I can't wait to read your new book! We are supporting you here in Boise Idaho!""","Twitter for Android",110,,,,FALSE,FALSE,1277,565,,,,,,,,,,,,,,"x2231485392 25073877","DougDWiley realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x660969740236623872",2015-11-02 00:00:40,"x25073877","realDonaldTrump","While in politics it is often smart to send out false messages, one thing is clear:  That Hillary does not want to run against TRUMP.","Twitter for Android",133,,,,FALSE,FALSE,5056,2208,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661555985232867328",2015-11-03 14:50:12,"x25073877","realDonaldTrump","""@realOllieTaylor: @realDonaldTrump @Freedomr@OANN Trump is the only one who can make America great again. Carson's sleepy, Jeb low energy.""","Twitter for Android",140,,,,FALSE,FALSE,1624,808,,,,,,,,,,,,,,"x3439252101 25073877","realOllieTaylor realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x660818201765392384",2015-11-01 13:58:31,"x25073877","realDonaldTrump","Marco Rubio will not win. Weak on illegal immigration, strong on amnesty and has the appearance to killers of the world as a ""lightweight"".","Twitter for Android",139,,,,FALSE,FALSE,3564,1971,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661157516009697281",2015-11-02 12:26:50,"x25073877","realDonaldTrump","""@Morning_Joe: Online poll: @realDonaldTrump 'best to handle economy' by far https://t.co/SZvSzNzoIk""  Very true, thanks!","Twitter for Android",121,,,,FALSE,FALSE,3010,1810,,,,,,"http://pbs.twimg.com/media/CSzkkMkWIAAmt59.jpg","https://t.co/SZvSzNzoIk","https://twitter.com/Morning_Joe/status/661154836075978753/photo/1","photo","http://pbs.twimg.com/media/CSzkkMkWIAAmt59.jpg","https://t.co/SZvSzNzoIk","https://twitter.com/Morning_Joe/status/661154836075978753/photo/1",,"x254117355 25073877","Morning_Joe realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661004204962656256",2015-11-02 02:17:37,"x25073877","realDonaldTrump","Now that Iran ripped us off by making one of the best deals of any kind in history, they have just moved to block any imports from the U.S.","Twitter for Android",139,,,,FALSE,FALSE,3108,2182,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661555742193922050",2015-11-03 14:49:14,"x25073877","realDonaldTrump",".@CharlesGKoch is looking for a new puppet after Governor Walker and Jeb Bush cratered. He now likes Rubio--next fail.","Twitter Web Client",118,,,,FALSE,FALSE,2004,1278,,,,,,,,,,,,,,"x196633108","CharlesGKoch","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661786927381745664",2015-11-04 06:07:53,"x25073877","realDonaldTrump","""@peter_smells: @realDonaldTrump Just read #CrippledAmerica! Great book! I haven't felt this enthusiastic about #America since #Reagan""","Twitter for iPhone",135,,,,FALSE,FALSE,1566,700,"CrippledAmerica America Reagan",,,,,,,,,,,,,"x3327440528 25073877","peter_smells realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661356860403015680",2015-11-03 01:38:57,"x25073877","realDonaldTrump","""@kingster73: @realDonaldTrump Rubio is irresponsible on finances and doesn't show up for work! Who would hire him? Not the American People!","Twitter for Android",140,,,,FALSE,FALSE,2055,1072,,,,,,,,,,,,,,"x1517795030 25073877","kingster73 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662562140511985664",2015-11-06 09:28:18,"x25073877","realDonaldTrump","A great honor to easily finish FIRST in the @FoxNews poll tabulation even though some of my best polls were not used in determining winner!","Twitter for Android",139,,,,FALSE,FALSE,2294,1087,,,,,,,,,,,,,,"x1367531","FoxNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661007024851959808",2015-11-02 02:28:50,"x25073877","realDonaldTrump","""@DAMRON88: @realDonaldTrump @BornToBeGOP I sure in the hell hope so. Trump please make this country great again.""","Twitter for Android",114,,,,FALSE,FALSE,1376,630,,,,,,,,,,,,,,"x207117409 25073877 3895471456","DAMRON88 realDonaldTrump BornToBeGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661760438653308928",2015-11-04 04:22:38,"x25073877","realDonaldTrump","""@TwallMa: @realDonaldTrump. He is a common sense powerhouse that gets things done! Excellent book! https://t.co/sMoLTsiSAk""","Twitter for Android",124,,,,FALSE,FALSE,2127,919,,,,,,"http://pbs.twimg.com/media/CS8KJHJU8AAYBSk.jpg","https://t.co/sMoLTsiSAk","https://twitter.com/TwallMa/status/661758827616866304/photo/1","photo","http://pbs.twimg.com/media/CS8KJHJU8AAYBSk.jpg","https://t.co/sMoLTsiSAk","https://twitter.com/TwallMa/status/661758827616866304/photo/1",,"x2413471892 25073877","TwallMa realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661356183123591168",2015-11-03 01:36:16,"x25073877","realDonaldTrump","""@kemper34: @TheHerd @ColinCowherd @realDonaldTrump @FS1 Great interview. Ranks just above the @JimHarbaugh49 interview.""","Twitter for Android",121,,,,FALSE,FALSE,1017,467,,,,,,,,,,,,,,"x97345814 3489420013 52529896 25073877 1358062944","kemper34 TheHerd ColinCowherd realDonaldTrump FS1","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661006872951054336",2015-11-02 02:28:14,"x25073877","realDonaldTrump","""@Truth_or_Rumor: @realDonaldTrump It's not so much that Iran made a good deal, it's that Kerry and Obama gave away the store.""  O.K.!","Twitter for Android",134,,,,FALSE,FALSE,1648,929,,,,,,,,,,,,,,"x3871686253 25073877","Truth_or_Rumor realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661552655983108096",2015-11-03 14:36:58,"x25073877","realDonaldTrump","""@TIMENOUT: @realDonaldTrump Book in hand waiting for The Next President https://t.co/83tJMZUUIa""","Twitter for Android",97,,,,FALSE,FALSE,1671,816,,,,,,"http://pbs.twimg.com/media/CS5NgEqWcAAgdu9.jpg","https://t.co/83tJMZUUIa","https://twitter.com/TIMENOUT/status/661551408790024192/photo/1","photo","http://pbs.twimg.com/media/CS5NgEqWcAAgdu9.jpg","https://t.co/83tJMZUUIa","https://twitter.com/TIMENOUT/status/661551408790024192/photo/1",,"x54769979 25073877","TIMENOUT realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661783511393828864",2015-11-04 05:54:19,"x25073877","realDonaldTrump","""@JudgeMoroz: Republicans in Congress can learn a lot from @realDonaldTrump on dealing with Obama! They should read #CrippledAmerica!""","Twitter for iPhone",134,,,,FALSE,FALSE,1644,858,"CrippledAmerica",,,,,,,,,,,,,"x3031838684 25073877","JudgeMoroz realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661297234789711874",2015-11-02 21:42:01,"x25073877","realDonaldTrump","My interview with @jheil &amp; @MarkHalperin at @WollmanRink airing at 5PM on @bpolitics. https://t.co/qErQu7CeEH","Twitter Web Client",113,,,,FALSE,FALSE,1486,792,,,,,,"http://pbs.twimg.com/media/CS1mVDaWwAAEFGC.jpg","https://t.co/qErQu7CeEH","https://twitter.com/realDonaldTrump/status/661297234789711874/photo/1","photo","http://pbs.twimg.com/media/CS1mVDaWwAAEFGC.jpg","https://t.co/qErQu7CeEH","https://twitter.com/realDonaldTrump/status/661297234789711874/photo/1",,"x14251225 184136149 369876329 564111558","jheil MarkHalperin WollmanRink bpolitics","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661782872798416896",2015-11-04 05:51:46,"x25073877","realDonaldTrump","""@seanhannity: @realDonaldTrump on sending 50 Special Ops Forces troops to Syria: This country needs to be less predictable.”","Twitter for iPhone",125,,,,FALSE,FALSE,1531,713,,,,,,,,,,,,,,"x41634520 25073877","seanhannity realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662046407113732096",2015-11-04 23:18:58,"x25073877","realDonaldTrump","Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016","Twitter for iPhone",126,,,,FALSE,FALSE,4118,1881,"Trump2016",,,,,,,,,,,,,"x1367531","FoxNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661920335328092160",2015-11-04 14:58:00,"x25073877","realDonaldTrump","Just landed in New Hampshire - a very exciting morning planned!","Twitter for Android",63,,,,FALSE,FALSE,3074,1058,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661552752334659585",2015-11-03 14:37:21,"x25073877","realDonaldTrump","""@JayJohnsonLikes: @realDonaldTrump been here in line for two hours already. reading book while waiting. I'll see you at noon!""","Twitter for Android",127,,,,FALSE,FALSE,1122,523,,,,,,,,,,,,,,"x245639333 25073877","JayJohnsonLikes realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662198327270875136",2015-11-05 09:22:38,"x25073877","realDonaldTrump","""@TeamSpringsteen: @realDonaldTrump I just finished reading Crippled America. It's a detailed blueprint to get America back on track.""","Twitter for Android",134,,,,FALSE,FALSE,1688,815,,,,,,,,,,,,,,"x726125825276387328 25073877","TeamSpringsteen realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x660645463448788992",2015-11-01 02:32:07,"x25073877","realDonaldTrump","""@PamelaJaneVP: Watch ""FULL Speech: Donald Trump MASSIVE Rally in Norfolk, VA (10-31-15)"" on YouTube - https://t.co/B4LkayZayE""","Twitter for Android",127,,,,FALSE,FALSE,1517,873,,,"youtu.be/2MooA3gfH9w","https://t.co/B4LkayZayE","https://youtu.be/2MooA3gfH9w",,,,,,,,,"x769971685","PamelaJaneVP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661541465714253824",2015-11-03 13:52:30,"x25073877","realDonaldTrump","Join me today, Nov 3rd, in #TrumpTowerNYC at noon. I'll be signing copies of my new book CRIPPLED AMERICA. Don't miss it!","Twitter for iPhone",121,,,,FALSE,FALSE,1651,724,"TrumpTowerNYC",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662470073962127360",2015-11-06 03:22:28,"x25073877","realDonaldTrump","""@chriskyleband: TRUMP Supporters aren't Angry We're Smart ! We're Men / Women / Millennials / Politically Saavy  https://t.co/2uokmrkRWd""","Twitter for Android",138,,,,FALSE,FALSE,2898,1655,,,,,,"http://pbs.twimg.com/media/CTGOIIuUsAAQsUL.jpg","https://t.co/2uokmrkRWd","https://twitter.com/chriskyleband/status/662466891311652864/photo/1","photo","http://pbs.twimg.com/media/CTGOIIuUsAAQsUL.jpg","https://t.co/2uokmrkRWd","https://twitter.com/chriskyleband/status/662466891311652864/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x662047688620417024",2015-11-04 23:24:03,"x25073877","realDonaldTrump","I will unveil my first campaign ads on @Morning_Joe at 6:30am tomorrow. Enjoy! #MakeAmericaGreatAgain","Twitter for iPhone",101,,,,FALSE,FALSE,2539,1281,"MakeAmericaGreatAgain",,,,,,,,,,,,,"x254117355","Morning_Joe","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661156823723036672",2015-11-02 12:24:05,"x25073877","realDonaldTrump",".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll, even crazy @CNBC. Marco good looking?","Twitter for Android",138,,,,FALSE,FALSE,1619,810,,,,,,,,,,,,,,"x254117355 20402945","Morning_Joe CNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661662863023603712",2015-11-03 21:54:54,"x25073877","realDonaldTrump","I will be on @SeanHannity tonight at 10pmE talking about my new book #CrippledAmerica and much more! #MakeAmericaGreatAgain #Trump2016","Twitter for iPhone",134,,,,FALSE,FALSE,2590,1313,"CrippledAmerica MakeAmericaGreatAgain Trump2016",,,,,,,,,,,,,"x41634520","seanhannity","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x661759799340724225",2015-11-04 04:20:05,"x25073877","realDonaldTrump","""@norge1956: @realDonaldTrump https://t.co/uV345JyDdF""  Rubio wants Common Core for education.","Twitter for Android",94,,,,FALSE,FALSE,870,648,,,"breitbart.com/big-government…","https://t.co/uV345JyDdF","http://www.breitbart.com/big-government/2015/11/03/marco-rubios-wall-street-sponsor-paul-singer-dumped-hundreds-of-thousands-into-common-core/",,,,,,,,,"x90712626 25073877","norge1956 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
