"x324676713911033858",2013-04-18 00:12:15,"x25073877","realDonaldTrump","@UnitedContractF  Interesting and true.","Twitter for Android",39,"x324670072348094464","x973626330","UnitedContractF",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x973626330","UnitedContractF","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324511958575489024",2013-04-17 13:17:34,"x25073877","realDonaldTrump","@LarryRobertWyat Our country needs a negotiator--we are failing fast!","Twitter Web Client",69,,,,FALSE,FALSE,3,6,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324668383306080256",2013-04-17 23:39:09,"x25073877","realDonaldTrump","""@blakeamorrow: @realDonaldTrump ha! Cuban got lucky. Trump is a genius. Hope to see you at the top one day sir.""  Great, hopefully soon!","Twitter for Android",137,,,,FALSE,FALSE,10,13,,,,,,,,,,,,,,"x180614278 25073877","blakeamorrow realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324237668928086016",2013-04-16 19:07:38,"x25073877","realDonaldTrump","Negotiation is persuasion more than power. Be reasonable and flexible, and never let anyone know exactly where you’re coming from.","Twitter Web Client",130,,,,FALSE,FALSE,256,457,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x323867374535188480",2013-04-15 18:36:13,"x25073877","realDonaldTrump","Despite firing @StephenBaldwin7 in last night's All Star Celebrity @ApprenticeNBC, Stephen had strong overall performance this season","Twitter Web Client",133,,,,FALSE,FALSE,11,13,,,,,,,,,,,,,,"x36734275 21920965","StephenBaldwin7 ApprenticeNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324686720085929984",2013-04-18 00:52:01,"x25073877","realDonaldTrump","""@garthdahdah: @TrumpGolfLA [THE] top luxury public golf course in the country http://t.co/MYiwkyfiVU” @realDonaldTrump     Thank you!","Twitter for Android",134,,,,FALSE,FALSE,3,7,,,"bit.ly/hAJgi6","http://t.co/MYiwkyfiVU","http://bit.ly/hAJgi6",,,,,,,,,"x766387880 29562422 25073877","garthdahdah TrumpGolfLA realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324265693015072768",2013-04-16 20:59:00,"x25073877","realDonaldTrump","@ccade937 Thank you.","Twitter Web Client",20,"x324252425445863424","x917705112","ccade937",FALSE,FALSE,2,2,,,,,,,,,,,,,,"x917705112","ccade937","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324185212194000896",2013-04-16 15:39:12,"x25073877","realDonaldTrump","@AscotCarRental  I know Adam--he's a great player &amp; great guy!","Twitter Web Client",66,"x324171642278379520","x194059286","AscotCarRental",FALSE,FALSE,1,1,,,,,,,,,,,,,,"x194059286","AscotCarRental","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324227370309517312",2013-04-16 18:26:43,"x25073877","realDonaldTrump","@adamjackson73  Yes.","Twitter Web Client",20,"x324207373742907392","x174097386","adamjackson73",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x174097386","adamjackson73","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324550484285341696",2013-04-17 15:50:39,"x25073877","realDonaldTrump","@handyrachet Flattery!","Twitter Web Client",22,"x324499241391230976","x32785078","andyfrecka",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324584451495571456",2013-04-17 18:05:38,"x25073877","realDonaldTrump","The Chinese must still be laughing at Kerry’s trip to China.  He got nothing, gave them everything and promised even more.","Twitter Web Client",122,,,,FALSE,FALSE,131,182,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324209288161677313",2013-04-16 17:14:52,"x25073877","realDonaldTrump","The world economy is under deep stress with growth slowing everywhere.  Yet crude is over $87/barrel. Should be $25 at the most.","Twitter Web Client",128,,,,FALSE,FALSE,91,320,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324955389936414721",2013-04-18 18:39:36,"x25073877","realDonaldTrump","@ace_stef Great, thanks.","Twitter Web Client",24,"x324711888145506306","x992063455","ace_stef",FALSE,FALSE,0,2,,,,,,,,,,,,,,"x992063455","ace_stef","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324680688064397312",2013-04-18 00:28:02,"x25073877","realDonaldTrump","""@Arseburgers: @realDonaldTrump @itsHODAIFA When you die the world will be better""  Very nice - you sound like a really wonderful person!","Twitter for Android",137,,,,FALSE,FALSE,65,42,,,,,,,,,,,,,,"x93159443 25073877","Arseburgers realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324499203009175553",2013-04-17 12:26:53,"x25073877","realDonaldTrump","""@Real_LukasHall: Starting to follow the Donald has been one of my better decisions lately @realDonaldTrump""  That's great!","Twitter for Android",123,,,,FALSE,FALSE,11,13,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324924905453936641",2013-04-18 16:38:28,"x25073877","realDonaldTrump","The reality is that no gun bill will ever stop tragedies.  And as we have learned from ObamaCare, Washington only makes things worse!","Twitter Web Client",133,,,,FALSE,FALSE,1400,1490,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324690717769359360",2013-04-18 01:07:54,"x25073877","realDonaldTrump","""@Ailor424: @realDonaldTrump Prez shows more anger about US Senate not passing guns bill than he does about the Boston bombing. Interesting!","Twitter for Android",140,,,,FALSE,FALSE,122,387,,,,,,,,,,,,,,"x918044414 25073877","Ailor424 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324177788305301505",2013-04-16 15:09:42,"x25073877","realDonaldTrump","@terryvanburen @TheRealMarilu @ApprenticeNBC .@TheRealMarilu 
will be happy--she's also a great person.","Twitter Web Client",103,"x323868797779984384","x80876710","terryvanburen",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x80876710 63290331 21920965 63290331","terryvanburen TheRealMarilu ApprenticeNBC TheRealMarilu","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x323985751639478272",2013-04-16 02:26:37,"x25073877","realDonaldTrump","""@NYCJennie: @realDonaldTrump would you mind retweeting this flier please. You could help me save 4 year old Jayden's life! Go Jayden!","Twitter for Android",134,,,,FALSE,FALSE,30,163,,,,,,,,,,,,,,"x20547954 25073877","NYCJennie realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324247196780331008",2013-04-16 19:45:30,"x25073877","realDonaldTrump","Via @financialpost: “Climate changing for global warming journalists” by Lawrence Solomon (cont) http://t.co/qpg1BwRUMw","Twitlonger",119,,,,FALSE,FALSE,19,19,,,"tl.gd/n_1rjq4rm","http://t.co/qpg1BwRUMw","http://tl.gd/n_1rjq4rm",,,,,,,,,"x14216681","financialpost","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324677867835371520",2013-04-18 00:16:51,"x25073877","realDonaldTrump","""@billf227: @realDonaldTrump staying at Doral tonight. Can't wait to see it after the Trump renovations""  It will be amazing!","Twitter for Android",125,,,,FALSE,FALSE,4,9,,,,,,,,,,,,,,"x118044295 25073877","billf227 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324688617534541824",2013-04-18 00:59:33,"x25073877","realDonaldTrump","""@NickTripp86: @realDonaldTrump @rodmonium91 What is the most important lesson you've learned in business?"" Never give up!","Twitter for Android",122,,,,FALSE,FALSE,45,106,,,,,,,,,,,,,,"x22210292 25073877 903043127400955904","NickTripp86 realDonaldTrump rodmonium91","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324269848001662977",2013-04-16 21:15:31,"x25073877","realDonaldTrump","I discuss yesterday's tragedy at the Boston Marathon in today's video blog. http://t.co/vu501xhSHc","Facebook",98,,,,FALSE,FALSE,41,60,,,"fb.me/2Vpt8HQUa","http://t.co/vu501xhSHc","http://fb.me/2Vpt8HQUa",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324604705437261824",2013-04-17 19:26:07,"x25073877","realDonaldTrump","@GauravK725  Great!","Twitter Web Client",19,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324679458760036353",2013-04-18 00:23:09,"x25073877","realDonaldTrump","""@scheekster: @realDonaldTrump @trumpgolfla it is an amazing place! Will be playing there in a tournament June 3 can't wait!""  Win!","Twitter for Android",131,,,,FALSE,FALSE,6,6,,,,,,,,,,,,,,"x1146773881 25073877 29562422","scheekster realDonaldTrump TrumpGolfLA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324498259064258562",2013-04-17 12:23:08,"x25073877","realDonaldTrump","""@slabrunojr: @realDonaldTrump @anthonyskwiat @QueyNewton Cuban could buy and sell Trump 2x!!""  Wrong moron, the opposite times 4.","Twitter for Android",130,,,,FALSE,FALSE,139,71,,,,,,,,,,,,,,"x25073877","realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324632743826837505",2013-04-17 21:17:32,"x25073877","realDonaldTrump","Everyone loves @AmandaTMiller- here she is with @Joan_Rivers and me. http://t.co/Uny6w86GS2","Facebook",91,,,,FALSE,FALSE,9,22,,,"fb.me/LJVGpuq2","http://t.co/Uny6w86GS2","http://fb.me/LJVGpuq2",,,,,,,,,"x38471535 21414413","AmandaTMiller Joan_Rivers","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324861720487149570",2013-04-18 12:27:24,"x25073877","realDonaldTrump","""@MeWonderful2: @realDonaldTrump @Rockinar @mtneerjustice LOLss. I wonder if the false info comes from ""hate"" OR just lack of knowledge.Hate","Twitter for Android",140,,,,FALSE,FALSE,7,14,,,,,,,,,,,,,,"x102879314 25073877 168573198 417562959","MeWonderful2 realDonaldTrump Rockinar mtneerjustice","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324882734243786752",2013-04-18 13:50:54,"x25073877","realDonaldTrump","@lanele123 Thank you.","Twitter Web Client",21,"x324578871955566592","x1359328298","lanele123",FALSE,FALSE,1,2,,,,,,,,,,,,,,"x1359328298","lanele123","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x323936711090511872",2013-04-15 23:11:45,"x25073877","realDonaldTrump","We must change the laws of our land and seek fair but rapid trials for the perpetrators of terrorist acts (Boston) with harsh punishment!","Twitter for Android",137,,,,FALSE,FALSE,375,827,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324262399953756160",2013-04-16 20:45:55,"x25073877","realDonaldTrump","I sure hope the sexting pervert Anthony Weiner runs for mayor.  Will be great fun watching him both lose and be humiliated.","Twitter Web Client",123,,,,FALSE,FALSE,583,661,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324496884473425921",2013-04-17 12:17:40,"x25073877","realDonaldTrump","""@_KateMorgan_: I'd say @realDonaldTrump is a legend""  I work too long and hard to think about it - but thanks!","Twitter for Android",111,,,,FALSE,FALSE,15,16,,,,,,,,,,,,,,"x521801402 25073877","_KateMorgan_ realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324178517300477952",2013-04-16 15:12:36,"x25073877","realDonaldTrump","@Yazzeruk Very nice--thanks.","Twitter Web Client",28,"x323900108825567233","x79163015","Yazzeruk",FALSE,FALSE,1,1,,,,,,,,,,,,,,"x79163015","Yazzeruk","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324678418883047424",2013-04-18 00:19:01,"x25073877","realDonaldTrump","""@LRod421: @realDonaldTrump @MLB @Yankees what do you think the yankees will end up doing with his contract. Pay it or contess it""  Contest?","Twitter for Android",140,,,,FALSE,FALSE,3,5,,,,,,,,,,,,,,"x1152705133 25073877 18479513 40927173","LRod421 realDonaldTrump MLB Yankees","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324175708979097601",2013-04-16 15:01:26,"x25073877","realDonaldTrump","@emilyplacido @foxandfriends @IvankaTrump Thanks.","Twitter Web Client",49,"x323860392155688960","x18789285","emilyplacido",FALSE,FALSE,0,1,,,,,,,,,,,,,,"x18789285 15513604 52544275","emilyplacido foxandfriends IvankaTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324708696007532544",2013-04-18 02:19:20,"x25073877","realDonaldTrump","""@MattMoran50: The day @realDonaldTrump runs for president is the day this country can get back to being great again""  Wow, thank you!","Twitter for Android",134,,,,FALSE,FALSE,84,70,,,,,,,,,,,,,,"x378850178 25073877","MattMoran50 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324206487738142720",2013-04-16 17:03:44,"x25073877","realDonaldTrump","Congratulations to @Boston_Police, @FBIBoston &amp; all emergency first responders &amp; doctors for their excellent work under fire yesterday","Twitter Web Client",142,,,,FALSE,FALSE,143,292,,,,,,,,,,,,,,"x1729132663 351157948","boston_police FBIBoston","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324666794369495040",2013-04-17 23:32:50,"x25073877","realDonaldTrump","""@kayceelaw: @realDonaldTrump A great mind...And a role model."" Thanks!","Twitter for Android",71,,,,FALSE,FALSE,8,14,,,,,,,,,,,,,,"x211907144 25073877","kayceelaw realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324177089651695617",2013-04-16 15:06:55,"x25073877","realDonaldTrump","@oparinde Macy's will be happy--and so am I.","Twitter Web Client",44,"x323868421584470016","x82838715","oparinde",FALSE,FALSE,0,1,,,,,,,,,,,,,,"x82838715","oparinde","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324264606698717186",2013-04-16 20:54:41,"x25073877","realDonaldTrump","@DannyOjedaOKC  Thanks.","Twitter Web Client",23,"x324239207302316033","x389015889","DannyOjedaOKC",FALSE,FALSE,4,3,,,,,,,,,,,,,,"x389015889","DannyOjedaOKC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324691698737369090",2013-04-18 01:11:48,"x25073877","realDonaldTrump","""@RogerLMenard: @realDonaldTrump Mr. Trump please keep up the great work on all fronts...Your an inspiration to everyone."" Thank you!","Twitter for Android",133,,,,FALSE,FALSE,14,22,,,,,,,,,,,,,,"x1336829238 25073877","RogerLMenard realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324625382554890240",2013-04-17 20:48:17,"x25073877","realDonaldTrump","Thinking small when you could think big limits you in all aspects of your life.","Twitter Web Client",79,,,,FALSE,FALSE,238,704,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324559585841139714",2013-04-17 16:26:49,"x25073877","realDonaldTrump","@KathyLooper Thanks.","Twitter Web Client",20,"x324498597532024832","x371602964","KathyLooper",FALSE,FALSE,0,3,,,,,,,,,,,,,,"x371602964","KathyLooper","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324550046827810817",2013-04-17 15:48:55,"x25073877","realDonaldTrump","@dandeloof @mcuban Wrong--he started it, I finished it!","Twitter Web Client",55,"x324508434206707712","x187327516","dandeloof",FALSE,FALSE,5,4,,,,,,,,,,,,,,"x187327516 16228398","dandeloof mcuban","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324599914808086528",2013-04-17 19:07:05,"x25073877","realDonaldTrump","@blake1swanson Thanks.","Twitter Web Client",22,"x324227572005232641","x168818356","blake1swanson",FALSE,FALSE,1,1,,,,,,,,,,,,,,"x168818356","blake1swanson","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324167991963041792",2013-04-16 14:30:46,"x25073877","realDonaldTrump","I’ve known @hardball_chris for a long time &amp; sadly, he gets dumber each &amp; every year--&amp; started from a very low base.","Twitter Web Client",129,,,,FALSE,FALSE,169,297,,,,,,,,,,,,,,"x742419929178210304","hardball_chris","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324955192044965889",2013-04-18 18:38:49,"x25073877","realDonaldTrump","@Gabagul_ Hi Dan and good luck!","Twitter Web Client",31,"x324862820585992192","x597778015","The_Gabagul",FALSE,FALSE,11,3,,,,,,,,,,,,,,"x903153992406102016","Gabagul_","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324599477199581184",2013-04-17 19:05:20,"x25073877","realDonaldTrump","It is terrible that neither Obama, Biden nor Kerry attended Lady Thatcher’s funeral. They would all run to Muslim Brotherhood Morsi’s.","Twitter Web Client",134,,,,FALSE,FALSE,519,1038,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324677547365380097",2013-04-18 00:15:34,"x25073877","realDonaldTrump","""@knaweiny21: @realDonaldTrump Love everything that you stand for! You are a brilliant man!"" Thank you!","Twitter for Android",103,,,,FALSE,FALSE,11,14,,,,,,,,,,,,,,"x1301982204 25073877","knaweiny21 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324199640989831168",2013-04-16 16:36:32,"x25073877","realDonaldTrump","Via @scotsmandotcom: “Donald Trump hires top lawyer for wind farm battle” http://t.co/ShGl8FUFii","Twitter Web Client",96,,,,FALSE,FALSE,5,21,,,"bit.ly/ZxGozu","http://t.co/ShGl8FUFii","http://bit.ly/ZxGozu",,,,,,,,,"x1446652514","scotsmandotcom","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324550347823648769",2013-04-17 15:50:07,"x25073877","realDonaldTrump","@puffy61 @Real_LukasHall Thanks.","Twitter Web Client",32,"x324508621058744321","x65138017","puffy61",FALSE,FALSE,1,1,,,,,,,,,,,,,,"x65138017","puffy61","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324956066209214464",2013-04-18 18:42:18,"x25073877","realDonaldTrump","Featuring top spa in New York, AAA Five-Diamond Award @TrumpSoHo is Soho’s most elite hotel &amp; destination spot http://t.co/tkKliU7bxu","Twitter Web Client",137,,,,FALSE,FALSE,11,22,,,"bit.ly/ZzVZiZ","http://t.co/tkKliU7bxu","http://bit.ly/ZzVZiZ",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324188649212223488",2013-04-16 15:52:51,"x25073877","realDonaldTrump","Throwing out the first pitch a few years ago at Fenway in Boston- Boston will be better than ever. http://t.co/OXIWUe15Ct","Instagram",121,,,,FALSE,FALSE,37,40,,,"instagram.com/p/YK9xSsmhYs/","http://t.co/OXIWUe15Ct","http://instagram.com/p/YK9xSsmhYs/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324925644372860928",2013-04-18 16:41:25,"x25073877","realDonaldTrump","“One reason many people do not do well in business is because they do not do well with people.” – Midas Touch","Twitter Web Client",109,,,,FALSE,FALSE,212,526,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324711507151683584",2013-04-18 02:30:30,"x25073877","realDonaldTrump","""@PatrickBlackbrn: @realDonaldTrump @MattMoran50 He tried last cycle and failed miserably. Never ran yet lead in the pols you moron!","Twitter for Android",132,,,,FALSE,FALSE,9,14,,,,,,,,,,,,,,"x21711815 25073877 378850178","PatrickBlackbrn realDonaldTrump MattMoran50","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324706150077591552",2013-04-18 02:09:13,"x25073877","realDonaldTrump","""@mtneerjustice: @realDonaldTrump My husband and I went to Las Vegas in August and stayed at the Trump Hotel. We loved it!   That's great!","Twitter for Android",138,,,,FALSE,FALSE,4,12,,,,,,,,,,,,,,"x417562959 25073877","mtneerjustice realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324244756928552961",2013-04-16 19:35:48,"x25073877","realDonaldTrump","Vegas’ top destination, @TrumpLasVegas is a 64-story tower of golden glass http://t.co/IE1In9f9J5 What goes on there, stays there!","Twitter Web Client",130,,,,FALSE,FALSE,156,149,,,"bit.ly/ZxIiAl","http://t.co/IE1In9f9J5","http://bit.ly/ZxIiAl",,,,,,,,,"x82504071","TrumpLasVegas","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324234819104043008",2013-04-16 18:56:19,"x25073877","realDonaldTrump",".@alexsalmond RT @NOBLE74 I live in Aberdeenshire &amp; I'm with you, you have made a big difference to that bit (cont) http://t.co/lEDWYOIhNr","Twitlonger",142,,,,FALSE,FALSE,5,6,,,"tl.gd/n_1rjq40l","http://t.co/lEDWYOIhNr","http://tl.gd/n_1rjq40l",,,,,,,,,"x236786367 34704206","AlexSalmond NOBLE74","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324234147893751808",2013-04-16 18:53:39,"x25073877","realDonaldTrump",".@alexsalmond RT @RichWaugaman This time I agree 100% I never knew how useless a wind turbine was until I (cont) http://t.co/5z0lUko0Ft","Twitlonger",135,,,,FALSE,FALSE,8,9,,,"tl.gd/n_1rjq3v6","http://t.co/5z0lUko0Ft","http://tl.gd/n_1rjq3v6",,,,,,,,,"x236786367 384672525","AlexSalmond RichWaugaman","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324676127346012163",2013-04-18 00:09:55,"x25073877","realDonaldTrump","""@rodmonium91: @realDonaldTrump Best piece of advice u would give to a young businessman?"" Work really hard and smart!","Twitter for Android",118,,,,FALSE,FALSE,37,52,,,,,,,,,,,,,,"x903043127400955904 25073877","rodmonium91 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324590961827143681",2013-04-17 18:31:30,"x25073877","realDonaldTrump","Our gov't is so pathetic that some of the billions being wasted in Afghanistan are ending up with terrorists http://t.co/bso3k1pR7l","Twitter Web Client",131,,,,FALSE,FALSE,403,385,,,"bit.ly/XRhSPL","http://t.co/bso3k1pR7l","http://bit.ly/XRhSPL",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x324512510793371650",2013-04-17 13:19:46,"x25073877","realDonaldTrump","@LUSHPILLAI @TrumpLasVegas Thanks.","Twitter Web Client",34,"x324246589432528896","x1009549062","LUSHPILLAI",FALSE,FALSE,0,3,,,,,,,,,,,,,,"x1009549062 82504071","LUSHPILLAI TrumpLasVegas","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x323844842000089088",2013-04-15 17:06:41,"x25073877","realDonaldTrump","From 10-11 pm, @ApprenticeNBC ranks #1 in 18-49 among ABC,CBS, and NBC. #CelebApprentice","Twitter Web Client",88,,,,FALSE,FALSE,22,16,"CelebApprentice",,,,,,,,,,,,,"x21920965","ApprenticeNBC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
