"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x1806258917",2009-05-15 14:13:13,"x25073877","realDonaldTrump","Enter the ""Think Like A Champion"" signed book and keychain contest:
http://www.trumpthinklikeachampion.com/contest/","Twitter Web Client",115,,,,FALSE,FALSE,8,10,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x13242093694623744",2010-12-10 14:42:15,"x25073877","realDonaldTrump","Congratulations to Brandy as our new Apprentice and to Clint for being a great player. It's been a terrific season!","Twitter Web Client",115,,,,FALSE,FALSE,15,47,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x5069623974",2009-10-22 13:57:04,"x25073877","realDonaldTrump","Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto: http://tinyurl.com/yhnzd7p","Twitter Web Client",114,,,,FALSE,FALSE,4,4,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x23259108430",2010-09-07 18:07:27,"x25073877","realDonaldTrump","There's a lot going on at the Eric Trump Foundation ...  http://bit.ly/9rJ0sn","Twitter Web Client",77,,,,FALSE,FALSE,10,25,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x15413432119459840",2010-12-16 14:30:23,"x25073877","realDonaldTrump","Don't forget to watch Larry King tonight, CNN at 9 pm.  He's a television legend and a great friend. It's going to be a fantastic farewell.","Twitter Web Client",139,,,,FALSE,FALSE,22,114,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x10355715596091393",2010-12-02 15:32:49,"x25073877","realDonaldTrump","Tonight's episode of The Apprentice is one of the best ever--we're down to the final 3, and it's high excitement all the way. 10 pm on NBC.","Twitter Web Client",139,,,,FALSE,FALSE,8,29,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1796477499",2009-05-14 16:30:40,"x25073877","realDonaldTrump","""Strive for wholeness and keep your sense of wonder intact."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",104,,,,FALSE,FALSE,12,9,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1698308935",2009-05-04 18:54:25,"x25073877","realDonaldTrump","Be sure to tune in and watch Donald Trump on Late Night with David Letterman as he presents the Top Ten List tonight!","Twitter Web Client",117,,,,FALSE,FALSE,694,523,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2346367430",2009-06-26 16:51:16,"x25073877","realDonaldTrump","RE: Michael Jackson: ""He was a great friend and a spectacular entertainer. It’s a devastating loss!"" -Donald J. Trump","Twitter Web Client",117,,,,FALSE,FALSE,101,41,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x6971079756",2009-12-23 17:38:18,"x25073877","realDonaldTrump","From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!","Twitter Web Client",132,,,,FALSE,FALSE,236,270,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x7504103261347840",2010-11-24 18:41:32,"x25073877","realDonaldTrump","My best wishes to everyone for a Happy Thanksgiving!","Twitter Web Client",52,,,,FALSE,FALSE,435,225,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2294519255",2009-06-23 13:40:38,"x25073877","realDonaldTrump","“Expand your life every day.” –Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",72,,,,FALSE,FALSE,11,10,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x6759410504310784",2010-11-22 17:22:23,"x25073877","realDonaldTrump","Staff Sgt. Salvatore A. Giunta received the Medal of Honor from Pres. Obama this month. It was a great honor to have him visit me today.","Twitter Web Client",136,,,,FALSE,FALSE,13,26,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1924074459",2009-05-26 14:42:01,"x25073877","realDonaldTrump","""Your higher self is in direct opposition to your comfort zone."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",108,,,,FALSE,FALSE,23,9,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2650952843",2009-07-15 13:40:35,"x25073877","realDonaldTrump","Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor: http://tinyurl.com/mvovzb","Twitter Web Client",102,,,,FALSE,FALSE,5,4,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x29601992948",2010-11-03 20:11:09,"x25073877","realDonaldTrump","I'll be discussing a variety of topics tonight with Greta Van Susteren, 10 p.m. on Fox News. It will be the first of a two part series.","Twitter Web Client",135,,,,FALSE,FALSE,7,35,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x25988176664",2010-09-30 15:10:41,"x25073877","realDonaldTrump","Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice -- and see the Dog Whisperer make an appearance.","Twitter Web Client",127,,,,FALSE,FALSE,117,92,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3498743628",2009-08-23 21:12:37,"x25073877","realDonaldTrump","Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @ 9pm (EST) on NBC: http://tinyurl.com/mrzad9","Twitter Web Client",125,,,,FALSE,FALSE,7,5,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1894284587",2009-05-23 16:11:19,"x25073877","realDonaldTrump","Did you know Donald Trump is on Facebook? http://www.facebook.com/DonaldTrump - Become a fan today!","Twitter Web Client",99,,,,FALSE,FALSE,21,22,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x24673275254",2010-09-16 15:25:36,"x25073877","realDonaldTrump","Don't forget to tune in tonight for the two hour premiere of The Apprentice. 9 pm EST on NBC. We're all in for a fantastic new season!","Twitter Web Client",134,,,,FALSE,FALSE,13,61,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3246382217",2009-08-11 14:50:47,"x25073877","realDonaldTrump","""Think. That’s the first step. Use all your power to utilize and develop that capability"" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",133,,,,FALSE,FALSE,19,15,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x5203117820",2009-10-27 15:31:48,"x25073877","realDonaldTrump","--From Donald Trump: ""Ivanka and Jared’s wedding was spectacular, and they make a beautiful couple. I’m a very proud father.""","Twitter Web Client",125,,,,FALSE,FALSE,7,7,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x4629116949",2009-10-05 14:37:38,"x25073877","realDonaldTrump","- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card: http://tinyurl.com/ycsqmda","Twitter Web Client",121,,,,FALSE,FALSE,5,3,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x24783636234",2010-09-17 18:55:21,"x25073877","realDonaldTrump","Be sure to tune in for Melania's second QVC show for ""Melania Timepieces & Jewelry""  tonight, live from 9-10 pm on QVC http://bit.ly/aDdvKj","Twitter Web Client",139,,,,FALSE,FALSE,8,24,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2475429091",2009-07-04 23:19:56,"x25073877","realDonaldTrump","Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump","Twitter Web Client",89,,,,FALSE,FALSE,34,26,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1820624395",2009-05-16 22:22:45,"x25073877","realDonaldTrump","""When the achiever achieves, it's not a plateau, it’s a beginning."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",111,,,,FALSE,FALSE,23,7,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3688564134",2009-09-01 13:55:34,"x25073877","realDonaldTrump","- More hysterical DSRL videos featuring Donald Trump and ""Double Trump"" plus enter Golden Lick Race Sweepstakes: http://tinyurl.com/6asujj","Twitter Web Client",138,,,,FALSE,FALSE,64,60,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2045871770",2009-06-05 18:21:37,"x25073877","realDonaldTrump","“If you don't have problems, you're pretending or you don't run your own business.” –Donald J. Trump  http://tinyurl.com/pqpfvm","Twitter Web Client",127,,,,FALSE,FALSE,15,8,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2080633709",2009-06-08 20:15:29,"x25073877","realDonaldTrump","Last week to enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest/","Twitter Web Client",128,,,,FALSE,FALSE,2,7,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3308367056",2009-08-14 14:33:46,"x25073877","realDonaldTrump","Ivanka is now on Twitter - You can follow her @IvankaTrump - Have a terrific weekend!","Twitter Web Client",85,,,,FALSE,FALSE,27,31,,,,,,,,,,,,,,"x52544275","IvankaTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x6090839867",2009-11-26 19:55:38,"x25073877","realDonaldTrump","Wishing you and yours a very Happy and Bountiful Thanksgiving!","Twitter Web Client",62,,,,FALSE,FALSE,630,249,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3627328938",2009-08-29 16:23:56,"x25073877","realDonaldTrump","- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx","Twitter Web Client",124,,,,FALSE,FALSE,411,303,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1878373267",2009-05-22 02:59:39,"x25073877","realDonaldTrump","""Keep it fast, short and direct - whatever it is."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",94,,,,FALSE,FALSE,33,20,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2403435685",2009-06-30 13:32:59,"x25073877","realDonaldTrump","Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren's On The Record: http://tinyurl.com/mmjked","Twitter Web Client",137,,,,FALSE,FALSE,4,3,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3124382438",2009-08-04 13:50:58,"x25073877","realDonaldTrump","Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog: http://tinyurl.com/n5468r","Twitter Web Client",118,,,,FALSE,FALSE,17,34,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x24508012246",2010-09-14 20:52:07,"x25073877","realDonaldTrump","I am very happy to have the civilian version of ""The Apprentice"" back on the air this fall. There will be excitement as well as opportunity.","Twitter Web Client",140,,,,FALSE,FALSE,15,50,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1859044981",2009-05-20 13:25:39,"x25073877","realDonaldTrump","""Always know you could be on the precipice of something great."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",107,,,,FALSE,FALSE,22,9,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1701461182",2009-05-05 01:00:10,"x25073877","realDonaldTrump","Donald Trump will be appearing on The View tomorrow morning to discuss Celebrity Apprentice and his new book Think Like A Champion!","Twitter Web Client",131,,,,FALSE,FALSE,322,39,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1776419923",2009-05-12 19:21:55,"x25073877","realDonaldTrump","Miss USA Tara Conner will not be fired - ""I've always been a believer in second chances."" says Donald Trump","Twitter Web Client",107,,,,FALSE,FALSE,24,24,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x28888487946",2010-10-27 13:14:12,"x25073877","realDonaldTrump","Be prepared for a sensational episode of The Apprentice tomorrow night, 10 pm on NBC.","Twitter Web Client",85,,,,FALSE,FALSE,5,39,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x20595488004775936",2010-12-30 21:42:01,"x25073877","realDonaldTrump","WIshing everyone a happy, healthy and prosperous New Year!","Twitter Web Client",58,,,,FALSE,FALSE,120,185,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1936022874",2009-05-27 14:18:52,"x25073877","realDonaldTrump","Read an excerpt from Think Like A Champion by Donald J. Trump: http://bit.ly/11FHpR","Twitter Web Client",83,,,,FALSE,FALSE,10,4,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2019316195",2009-06-03 18:19:49,"x25073877","realDonaldTrump","Check out Donald Trump's new iGoogle Showcase page:
http://bit.ly/DdD2A","Twitter Web Client",71,,,,FALSE,FALSE,20,13,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x22644749933",2010-08-31 20:00:03,"x25073877","realDonaldTrump","Went to the Yankees game last night with Bill O'Reilly--we had a great time watching the Yankees win!","Twitter Web Client",101,,,,FALSE,FALSE,117,128,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x14358664722776064",2010-12-13 16:39:07,"x25073877","realDonaldTrump","Those five hotels includeTrump International Hotel & Tower New York, Trump Soho New York, Trump International Hotel & Tower Chicago...","Twitter Web Client",134,,,,FALSE,FALSE,11,18,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1737479987",2009-05-08 13:38:08,"x25073877","realDonaldTrump","Donald Trump reads Top Ten Financial Tips on Late Show with David Letterman: http://tinyurl.com/ooafwn - Very funny!","Twitter Web Client",116,,,,FALSE,FALSE,14,10,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x5285497953853441",2010-11-18 15:45:35,"x25073877","realDonaldTrump","We're getting down to the wire on The Apprentice--tune in tonight for some great action! 10 p.m. on NBC.","Twitter Web Client",104,,,,FALSE,FALSE,8,29,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x26651899791",2010-10-07 14:11:11,"x25073877","realDonaldTrump","Don't forget to tune in tonight for another exciting episode of The Apprentice--10 p.m. on NBC.","Twitter Web Client",95,,,,FALSE,FALSE,7,30,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2266041769",2009-06-21 14:47:41,"x25073877","realDonaldTrump","- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday! http://tinyurl.com/kn95ju","Twitter Web Client",124,,,,FALSE,FALSE,87,40,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x4472353826",2009-09-29 15:28:23,"x25073877","realDonaldTrump","""A lot of people have imagination, but can't execute--you have to execute with the imagination."" --Donald J. Trump http://tinyurl.com/pqpfvm","Twitter Web Client",140,,,,FALSE,FALSE,58,50,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1786560616",2009-05-13 17:38:28,"x25073877","realDonaldTrump","Listen to an interview with Donald Trump discussing his new book, Think Like A Champion: http://tinyurl.com/qs24vl","Twitter Web Client",114,,,,FALSE,FALSE,13,14,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x27362772649",2010-10-14 17:48:29,"x25073877","realDonaldTrump","An HR solutions company polled 1,000 employed adults to find out who would make ideal bosses...   http://bit.ly/9uP9vj","Twitter Web Client",118,,,,FALSE,FALSE,24,46,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x23249994601",2010-09-07 16:06:32,"x25073877","realDonaldTrump","I was invited by Caroline Wozniacki to sit with her family in her special box during her match at the U.S. Open yesterday. She's fantastic!","Twitter Web Client",139,,,,FALSE,FALSE,7,12,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x22812121662",2010-09-02 16:27:17,"x25073877","realDonaldTrump","Check out Serta's Counting Sheep (and me) at the Trump International Hotel New York http://bit.ly/SertaRm9","Twitter Web Client",106,,,,FALSE,FALSE,6,21,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x5307138364674048",2010-11-18 17:11:35,"x25073877","realDonaldTrump","""CNBC Titans: Donald Trump "" will be shown Friday Nov 19th at 9 pm and 1 am, Sunday 11/21 at 9 pm and  11/24 at 7 pm   http://bit.ly/ckojPN","Twitter Web Client",139,,,,FALSE,FALSE,8,23,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3982428551",2009-09-14 15:50:14,"x25073877","realDonaldTrump","Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl","Twitter Web Client",71,,,,FALSE,FALSE,37,30,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x27343104700",2010-10-14 14:00:16,"x25073877","realDonaldTrump","Be sure to watch The Apprentice tonight, 10 p.m. on NBC--it's an episode you won't forget!","Twitter Web Client",90,,,,FALSE,FALSE,7,37,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x28042446926",2010-10-21 16:38:25,"x25073877","realDonaldTrump","Don't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice-- 10 pm on NBC","Twitter Web Client",114,,,,FALSE,FALSE,5,33,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x6312794445",2009-12-03 19:39:09,"x25073877","realDonaldTrump","Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq","Twitter Web Client",138,,,,FALSE,FALSE,8,37,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x24570735633",2010-09-15 13:43:30,"x25073877","realDonaldTrump","Eric did a great job with his Eric Trump Foundation annual charity outing. I'm proud of him.  http://bit.ly/c1y3c3","Twitter Web Client",114,,,,FALSE,FALSE,9,18,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2165353946",2009-06-14 14:25:36,"x25073877","realDonaldTrump","Today is Donald Trump's Birthday! Send him your B'day wishes here: http://www.facebook.com/DonaldTrump","Twitter Web Client",102,,,,FALSE,FALSE,11,14,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2742379589144576",2010-11-11 15:20:08,"x25073877","realDonaldTrump","Tonight's episode of The Apprentice has a big surprise at the top of the show -- don't miss it! 10 p.m. on NBC.","Twitter Web Client",111,,,,FALSE,FALSE,5,29,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1884022748",2009-05-22 16:28:34,"x25073877","realDonaldTrump","Don't forget to enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest","Twitter Web Client",130,,,,FALSE,FALSE,6,11,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x5364614040",2009-11-02 14:57:56,"x25073877","realDonaldTrump","--Work has begun, ahead of schedule, to build the greatest golf course in history: Trump International – Scotland.","Twitter Web Client",114,,,,FALSE,FALSE,13,9,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x4257859944579073",2010-11-15 19:42:07,"x25073877","realDonaldTrump","My interview last week with Greta van Susteren is available here in slightly abridged form. http://bit.ly/96ztOA  Good info to know about.","Twitter Web Client",138,,,,FALSE,FALSE,19,37,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x26092980045",2010-10-01 15:59:59,"x25073877","realDonaldTrump","Read Ivanka's blog about last night's Apprentice on Entertainment Weekly ...http://bit.ly/bMNF72","Twitter Web Client",96,,,,FALSE,FALSE,11,17,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
