"x406732995849359360",2013-11-30 10:34:37,"x25073877","realDonaldTrump","""@windwatchorg: No more wind turbines, county tells province:Wind farm developers should look elsewhere than Duffe... http://t.co/pfhr3OEB4f","Twitter for Android",140,,,,FALSE,FALSE,9,9,,,"bit.ly/1ilEHVd","http://t.co/pfhr3OEB4f","http://bit.ly/1ilEHVd",,,,,,,,,"x19776476","windwatchorg","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406729452329373696",2013-11-30 10:20:32,"x25073877","realDonaldTrump","""@SOS2day: Guilty plea in bird deaths at wind farms a first - New York News http://t.co/6kQcclnWxU"" @AlexSalmond @aberdeenshire","Twitter for Android",127,,,,FALSE,FALSE,14,18,,,"myfoxny.com/story/24050658…","http://t.co/6kQcclnWxU","http://www.myfoxny.com/story/24050658/guilty-plea-in-bird-deaths-at-wind-farms-a-first#.UpmMWZcYHe9.twitter",,,,,,,,,"x140083864 236786367 20442387","SOS2day AlexSalmond Aberdeenshire","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407924724845391872",2013-12-03 17:30:07,"x25073877","realDonaldTrump","@wakimotho  Thanks.","Twitter Web Client",19,"x407877032404848640","x63106841","esenkei",FALSE,FALSE,2,0,,,,,,,,,,,,,,"x705558788649127936","WaKimotho","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408726949217853440",2013-12-05 22:37:53,"x25073877","realDonaldTrump","A good head and a good heart are always a formidable combination. -- Nelson Mandela","Twitter Web Client",83,,,,FALSE,FALSE,466,868,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407978087863697408",2013-12-03 21:02:10,"x25073877","realDonaldTrump","There are no short cuts to any place worth going.-- Beverly Sills","Twitter Web Client",65,,,,FALSE,FALSE,233,375,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407867002024628224",2013-12-03 13:40:45,"x25073877","realDonaldTrump","You can only smile when the losers of the world try so hard to put down successful people. Just remember, they all want to be YOU!","Twitter for Android",130,,,,FALSE,FALSE,663,776,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408344204981829633",2013-12-04 21:16:59,"x25073877","realDonaldTrump","Our billion dollar website- http://t.co/JbpMopI1L2","Instagram",50,,,,FALSE,FALSE,91,75,,,"instagram.com/p/hg7JwfmhQ7/","http://t.co/JbpMopI1L2","http://instagram.com/p/hg7JwfmhQ7/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407495082854846464",2013-12-02 13:02:53,"x25073877","realDonaldTrump","""@skew11: I hope and know @realDonaldTrump will win in court. Very bad what the AG did to him &amp; Trump University!""","Twitter for Android",118,,,,FALSE,FALSE,39,23,,,,,,,,,,,,,,"x14791358 25073877","skew11 realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407957935155732480",2013-12-03 19:42:05,"x25073877","realDonaldTrump","@jeffreypham Great!","Twitter Web Client",19,"x407920850961453056","x144960656","jeffreypham",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x144960656","jeffreypham","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407619672729595904",2013-12-02 21:17:57,"x25073877","realDonaldTrump","Here we go again via @timesunion.com http://t.co/8Tc9qBUgbZ ... another bad deal.","Twitter Web Client",81,,,,FALSE,FALSE,13,19,,,"bit.ly/1ittSAE","http://t.co/8Tc9qBUgbZ","http://bit.ly/1ittSAE",,,,,,,,,"x17448662","timesunion","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407598374255198208",2013-12-02 19:53:19,"x25073877","realDonaldTrump","Dying @GQMagazine just named me to a list. Too bad GQ is no longer relevant—won’t be around long!","Twitter Web Client",97,,,,FALSE,FALSE,89,86,,,,,,,,,,,,,,"x21701757","GQMagazine","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407575106072764416",2013-12-02 18:20:52,"x25073877","realDonaldTrump","Trump Int. Hotel &amp; Tower Vancouver will transform the skyline w/ its 616 ft twisting &amp; beautiful  tower http://t.co/zAa6vDqkie","Twitter Web Client",134,,,,FALSE,FALSE,14,27,,,"bit.ly/1jchuTf","http://t.co/zAa6vDqkie","http://bit.ly/1jchuTf",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408618799941033984",2013-12-05 15:28:08,"x25073877","realDonaldTrump","Off shore windfarms being abandoned in droves throughout world—too expensive to build &amp; operate—don’t work. (cont) http://t.co/YAm3DsC3lN","Twitlonger",141,,,,FALSE,FALSE,27,56,,,"tl.gd/n_1rsucd5","http://t.co/YAm3DsC3lN","http://tl.gd/n_1rsucd5",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407841007087419392",2013-12-03 11:57:28,"x25073877","realDonaldTrump","I just filed a major ethics complaint against crooked New York State Attorney General Eric Schneiderman-he should resign from office!","Twitter for Android",133,,,,FALSE,FALSE,96,89,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407866128921559040",2013-12-03 13:37:17,"x25073877","realDonaldTrump","With few exceptions, only really smart people are able to make a lot of money. Hard work is also important, but ""brains"" will supersede.","Twitter for Android",136,,,,FALSE,FALSE,291,374,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408329366414692352",2013-12-04 20:18:02,"x25073877","realDonaldTrump","Sleazebag @BashirLive has just been forced to resign from @msnbc. His pathetic apology wasn’t enough to save his job.  @SarahPalinUSA","Twitter Web Client",133,,,,FALSE,FALSE,144,168,,,,,,,,,,,,,,"x330592913 2836421 65493023","BashirLive MSNBC SarahPalinUSA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408340462194663424",2013-12-04 21:02:07,"x25073877","realDonaldTrump","A special message for Martin Bashir- http://t.co/7PpOJclyeR","Instagram",59,,,,FALSE,FALSE,195,214,,,"instagram.com/p/hg5jtimhee/","http://t.co/7PpOJclyeR","http://instagram.com/p/hg5jtimhee/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407676359440605184",2013-12-03 01:03:13,"x25073877","realDonaldTrump","@Laker_Steve   Thanks Steve!","Twitter for Android",28,"x407663113719136256","x122556333","Laker_Steve",FALSE,FALSE,2,4,,,,,,,,,,,,,,"x122556333","Laker_Steve","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407914392672428032",2013-12-03 16:49:04,"x25073877","realDonaldTrump","@puddlejumper365 You have to have passion for your work. That's most important. Then keep your focus intact. Good luck.","Twitter Web Client",119,"x407912236716654592","x1269884012","puddlejumper365",FALSE,FALSE,3,3,,,,,,,,,,,,,,"x1269884012","puddlejumper365","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408721705826537473",2013-12-05 22:17:03,"x25073877","realDonaldTrump","Nelson Mandela and myself had a wonderful relationship--he was a special man and will be missed. http://t.co/GVziRpWbkB","Instagram",119,,,,FALSE,FALSE,305,491,,,"instagram.com/p/hjm8QMmhYF/","http://t.co/GVziRpWbkB","http://instagram.com/p/hjm8QMmhYF/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407958850474504192",2013-12-03 19:45:44,"x25073877","realDonaldTrump","@Candy_Uptigrove  Thanks.","Twitter Web Client",25,,,,FALSE,FALSE,3,1,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407960012032446464",2013-12-03 19:50:21,"x25073877","realDonaldTrump","Wow, it’s now official. ObamaCare website has topped $1B http://t.co/2IrbJtKR15 Will soon be up to $1.5B","Twitter Web Client",104,,,,FALSE,FALSE,58,118,,,"tinyurl.com/nkfg87r","http://t.co/2IrbJtKR15","http://tinyurl.com/nkfg87r",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406894535428825088",2013-11-30 21:16:31,"x25073877","realDonaldTrump","""@scdtan: @realDonaldTrump @Macys Very classy stuff mr.trump great christmas gifts.""  True and thanks!","Twitter for Android",102,,,,FALSE,FALSE,19,7,,,,,,,,,,,,,,"x324478441 25073877 50687788","scdtan realDonaldTrump Macys","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406872393236611072",2013-11-30 19:48:32,"x25073877","realDonaldTrump","I hope you buy my shirts and ties at @Macys","Twitter for Android",43,,,,FALSE,FALSE,176,189,,,,,,,,,,,,,,"x50687788","Macys","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407505938774757376",2013-12-02 13:46:01,"x25073877","realDonaldTrump","The least number of hurricanes in the U.S. in decades. So they change global warming (too cold) to climate change-now what will they call it","Twitter for Android",140,,,,FALSE,FALSE,124,242,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408310058955460608",2013-12-04 19:01:18,"x25073877","realDonaldTrump","""I never did give anybody hell. I just told the truth and they thought it was hell."" --Harry S. Truman","Twitter Web Client",102,,,,FALSE,FALSE,1194,934,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407676108893847552",2013-12-03 01:02:13,"x25073877","realDonaldTrump","""@Slucas8Lucas: I wish you would run for Pres.. We need someone with a big pair to help un-screw our countries future. Do it for children""","Twitter for Android",138,,,,FALSE,FALSE,50,39,,,,,,,,,,,,,,"x740541534","Slucas8Lucas","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407617877026418689",2013-12-02 21:10:49,"x25073877","realDonaldTrump","""@StephenWancha         
@realDonaldTrump @TrumpCollection great to see you building more in Canada!!!"" Thanks.","Twitter Web Client",111,,,,FALSE,FALSE,10,5,,,,,,,,,,,,,,"x295365648 25073877 4874077953","StephenWancha realDonaldTrump TrumpCollection","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406894903768416256",2013-11-30 21:17:59,"x25073877","realDonaldTrump","""@RColdwellBanker: @realDonaldTrump @Macys great ties! Wear them help gives me the power to sell real estate out here in Scottsdale, AZ!","Twitter for Android",136,,,,FALSE,FALSE,11,13,,,,,,,,,,,,,,"x968981533 25073877 50687788","RColdwellBanker realDonaldTrump Macys","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408018451362766849",2013-12-03 23:42:34,"x25073877","realDonaldTrump","Denver, Minnesota and others are bracing for some of the coldest weather on record. What are the global warming geniuses saying about this?","Twitter for Android",139,,,,FALSE,FALSE,381,459,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408618592901804032",2013-12-05 15:27:18,"x25073877","realDonaldTrump",".@VattenfallGroup wants out of their Aberdeen windfarm fiasco so badly but @AlexSalmond won’t let them—he’s (cont) http://t.co/3mMhWZjmGz","Twitlonger",137,,,,FALSE,FALSE,14,12,,,"tl.gd/n_1rsuccp","http://t.co/3mMhWZjmGz","http://tl.gd/n_1rsuccp",,,,,,,,,"x74999347 236786367","VattenfallGroup AlexSalmond","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408977722610692098",2013-12-06 15:14:22,"x25073877","realDonaldTrump","@RobertW33157775 Thanks.","Twitter Web Client",24,"x408635037341728769","x2169700215","RobertW33157775",FALSE,FALSE,1,2,,,,,,,,,,,,,,"x2169700215","RobertW33157775","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x408618369697333248",2013-12-05 15:26:25,"x25073877","realDonaldTrump",".@VattenfallGroup couldn’t sell its money losing Aberdeen windfarm—so @AlexSalmond forced phony extension. @AberdeenCC @Aberdeenshire","Twitter Web Client",133,,,,FALSE,FALSE,10,13,,,,,,,,,,,,,,"x74999347 236786367 125956216 20442387","VattenfallGroup AlexSalmond AberdeenCC Aberdeenshire","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406527387569246208",2013-11-29 20:57:36,"x25073877","realDonaldTrump","""@graeme123s: @realDonaldTrump you'll never know what impact your tweets have on followers lives""  Thank you, so nice!","Twitter for Android",118,,,,FALSE,FALSE,43,27,,,,,,,,,,,,,,"x923608058722508802 25073877","Graeme123s realDonaldTrump","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406732207374733312",2013-11-30 10:31:29,"x25073877","realDonaldTrump","""@faykellytuncay: LORDS OF WINDFARMS: How Britain’s richest landowners are making millions from turbines http://t.co/ef8yWI1y4P","Twitter for Android",127,,,,FALSE,FALSE,48,48,,,"twitpic.com/diydh3","http://t.co/ef8yWI1y4P","http://twitpic.com/diydh3",,,,,,,,,"x19066975","faykellytuncay","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406733362720940032",2013-11-30 10:36:05,"x25073877","realDonaldTrump","Offshore Wind in Europe: Lessons for the U.S. http://t.co/Nty91wF8B1 via @HuffPostGreen The lesson should be that it's a lousy idea!!!""","Twitter for Android",135,,,,FALSE,FALSE,21,24,,,"huff.to/18GR47e","http://t.co/Nty91wF8B1","http://huff.to/18GR47e",,,,,,,,,"x45577446","HuffPostGreen","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406553052251164672",2013-11-29 22:39:35,"x25073877","realDonaldTrump","First Minister Salmond should stop his fruitless drive for obsolete wind turbines in Scotland-he would become popular again!  @alexsalmond","Twitter for Android",138,,,,FALSE,FALSE,35,34,,,,,,,,,,,,,,"x236786367","AlexSalmond","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x407623473259765760",2013-12-02 21:33:03,"x25073877","realDonaldTrump","“If you don't have time to do it right, when will you have time to do it over?” - John Wooden","Twitter Web Client",93,,,,FALSE,FALSE,354,598,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x403691044304601088",2013-11-22 01:06:59,"x25073877","realDonaldTrump","Knockout assaults are the new rage by sick and depraved youth. We better start getting tough in this country-and they want to take our guns!","Twitter for Android",140,,,,FALSE,FALSE,539,601,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x404782270185504768",2013-11-25 01:23:08,"x25073877","realDonaldTrump","How much longer are we expected to put up with the world's most incompetent     leader - ObamaCare, Iran, Syria, bads deals. JUST NEVER ENDS","Twitter for Android",140,,,,FALSE,FALSE,518,844,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405429450671529984",2013-11-26 20:14:48,"x25073877","realDonaldTrump","How does Obama rationalize giving Iran $8B in sanction relief when a Christian pastor is being tortured in an Iranian prison?","Twitter Web Client",125,,,,FALSE,FALSE,682,1336,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405725274987167744",2013-11-27 15:50:18,"x25073877","realDonaldTrump","Via @worldnetdaily: ""JAILED U.S. PASTOR'S WIFE PRAISES TRUMP: 'I hope more people like him will speak out'""  http://t.co/Y7MjTlsa0y","Twitter Web Client",131,,,,FALSE,FALSE,98,136,,,"bit.ly/1b4xoHD","http://t.co/Y7MjTlsa0y","http://bit.ly/1b4xoHD",,,,,,,,,"x43969372","worldnetdaily","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x404754893455781890",2013-11-24 23:34:21,"x25073877","realDonaldTrump","How far has the United States gone down when we are reduced to accept the imbecilic deal just agreed to with Iran. Read THE ART OF THE DEAL!","Twitter for Android",140,,,,FALSE,FALSE,137,157,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405424642514382848",2013-11-26 19:55:41,"x25073877","realDonaldTrump","Wind Power Company Fined $1 Million for Killing Birds. Golden eagles among victims...http://t.co/IaSq4HhpAC 
@RSPBScotland @Natures_Voice","Twitter Web Client",137,,,,FALSE,FALSE,36,73,,,"nyti.ms/1jwe8be","http://t.co/IaSq4HhpAC","http://nyti.ms/1jwe8be",,,,,,,,,"x308502351 19255050","RSPBScotland Natures_Voice","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x406153662562844672",2013-11-28 20:12:33,"x25073877","realDonaldTrump","HAPPY THANKSGIVING EVERYONE, ENJOY YOUR DAY!","Twitter for Android",44,,,,FALSE,FALSE,754,412,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405774219234926592",2013-11-27 19:04:47,"x25073877","realDonaldTrump","""Iranian officials say that the WH is misleading public about the details of an interim nuclear agreement"" http://t.co/BNbutAKnWY","Twitter Web Client",129,,,,FALSE,FALSE,37,95,,,"bit.ly/1idMZP0","http://t.co/BNbutAKnWY","http://bit.ly/1idMZP0",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405772127388712960",2013-11-27 18:56:28,"x25073877","realDonaldTrump","War on the families. Price of electricity hit record high in October http://t.co/4KhsbQvwiJ  Terrible, especially during holiday season.","Twitter Web Client",136,,,,FALSE,FALSE,37,60,,,"bit.ly/1bJKafE","http://t.co/4KhsbQvwiJ","http://bit.ly/1bJKafE",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x404756133040381952",2013-11-24 23:39:16,"x25073877","realDonaldTrump","I do not understand how so many of my Jewish friends backed Obama in the last election. He is a TOTAL DISASTER FOR ISRAEL-AND ALWAYS WILL BE","Twitter for Android",140,,,,FALSE,FALSE,428,484,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405776152066662400",2013-11-27 19:12:28,"x25073877","realDonaldTrump","Make sure to enjoy your time with your family during the holiday. It is a special time. Love and appreciate your family.","Twitter Web Client",120,,,,FALSE,FALSE,269,334,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405725869823385600",2013-11-27 15:52:40,"x25073877","realDonaldTrump","@SeanKAnderson Great!","Twitter Web Client",21,"x405439924003827712","x318210025","AndersonSeanK",FALSE,FALSE,0,1,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405413289682673664",2013-11-26 19:10:35,"x25073877","realDonaldTrump","I can't believe no one has been fired over the ObamaCare website fiasco!","Twitter Web Client",72,,,,FALSE,FALSE,144,139,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x403695208870973440",2013-11-22 01:23:32,"x25073877","realDonaldTrump","Weak newscasters are asking ""is there a racial component to knockout attacks?"" Of course there is and weakness will only make it worse!","Twitter for Android",135,,,,FALSE,FALSE,603,612,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x405315122505465856",2013-11-26 12:40:30,"x25073877","realDonaldTrump","President Obama is finally getting hammered, even by his most loyal supporters and the press-I guess they can only take so much!","Twitter for Android",128,,,,FALSE,FALSE,294,200,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x403981000721436672",2013-11-22 20:19:10,"x25073877","realDonaldTrump","@Pattycake77777 Happy Birthday!","Twitter Web Client",31,"x403911135365062656","x240173559","Pattycake77777",FALSE,FALSE,32,15,,,,,,,,,,,,,,"x240173559","Pattycake77777","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
