"x726439344072962049",2016-04-30 15:53:30,"x25073877","realDonaldTrump","""@LexingtonBobby: @FoxNews @tedcruz @realDonaldTrump https://t.co/uhDlyi82Ua""","Twitter for Android",77,,,,FALSE,FALSE,8237,3695,,,"pic.twitter.com/uhDlyi82Ua","https://t.co/uhDlyi82Ua","https://twitter.com/LexingtonBobby/status/726403573555302400/photo/1",,,,,,,,,"x479601642 1367531 23022687 25073877","LexingtonBobby FoxNews tedcruz realDonaldTrump","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727319013383147520",2016-05-03 02:09:00,"x25073877","realDonaldTrump","RT @EricTrump: Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me &amp; the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6…","Twitter for iPhone",144,,,,FALSE,TRUE,0,4177,,,,,,,,,,,,,,"x39349894 25413556 154567275","EricTrump LynnePatton EricTrumpFdn","en",,,,,,,,,,,,,,,,"x727304560629440512","Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me &amp; the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6p via @youtube",2016-05-02 20:11:34,,10330,"x39349894","EricTrump","Eric Trump",1742667,586,5244,"","Executive Vice President of The @Trump Organization. Husband to @LaraLeaTrump. Large advocate of @StJude Children's Research Hospital. #MakeAmericaGreatAgain",TRUE,,,,,,,,,
"x725817204743217152",2016-04-28 22:41:21,"x25073877","realDonaldTrump","#MakeAmericaGreatAgain https://t.co/53qHBKs7yA","Twitter for iPhone",22,,,,FALSE,FALSE,11191,4212,"MakeAmericaGreatAgain",,,,,"http://pbs.twimg.com/media/ChKev0gWUAAEMba.jpg","https://t.co/53qHBKs7yA","https://twitter.com/realDonaldTrump/status/725817204743217152/photo/1","photo","http://pbs.twimg.com/media/ChKev0gWUAAEMba.jpg","https://t.co/53qHBKs7yA","https://twitter.com/realDonaldTrump/status/725817204743217152/photo/1",,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x726918444931776512",2016-05-01 23:37:17,"x25073877","realDonaldTrump","Join me in Carmel, Indiana- tomorrow at 4pm! #INPrimary 
https://t.co/tfW6B0eZDm https://t.co/ZiofZ2D6ck","Twitter for iPhone",80,,,,FALSE,FALSE,10493,3776,"INPrimary",,"donaldjtrump.com/schedule/regis…","https://t.co/tfW6B0eZDm","https://www.donaldjtrump.com/schedule/register/carmel-in/","http://pbs.twimg.com/media/ChaId-eWUAUbAM9.jpg","https://t.co/ZiofZ2D6ck","https://twitter.com/realDonaldTrump/status/726918444931776512/photo/1","photo","http://pbs.twimg.com/media/ChaId-eWUAUbAM9.jpg","https://t.co/ZiofZ2D6ck","https://twitter.com/realDonaldTrump/status/726918444931776512/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727225626575421440",2016-05-02 19:57:55,"x25073877","realDonaldTrump","Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 https://t.co/AeGyODb37O","Twitter for iPhone",90,,,,FALSE,FALSE,25137,10218,"INPrimary Trump2016",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/727225304972976128/pu/img/4_QapABgCUclKJlt.jpg","https://t.co/AeGyODb37O","https://twitter.com/realDonaldTrump/status/727225626575421440/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/727225304972976128/pu/img/4_QapABgCUclKJlt.jpg","https://t.co/AeGyODb37O","https://twitter.com/realDonaldTrump/status/727225626575421440/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x729301192325668864",2016-05-08 13:25:28,"x25073877","realDonaldTrump","I will be interviewed on This Week with George S this morning. Enjoy!","Twitter for Android",69,,,,FALSE,FALSE,7165,1604,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727262413968519168",2016-05-02 22:24:06,"x25073877","realDonaldTrump","Will be in South Bend, Indiana in a short while -- big rally! See you soon!","Twitter for iPhone",75,,,,FALSE,FALSE,9885,2608,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x728552471677775872",2016-05-06 11:50:19,"x25073877","realDonaldTrump","""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""","Twitter for Android",134,,,,FALSE,FALSE,8741,2492,"MakeAmericaGreatAgain TrumpTrain",,,,,,,,,,,,,"x519216193","Ausbiz","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727142563010891776",2016-05-02 14:27:51,"x25073877","realDonaldTrump","I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!","Twitter for iPhone",139,,,,FALSE,FALSE,15295,4083,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727643544190636034",2016-05-03 23:38:34,"x25073877","realDonaldTrump","Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!","Twitter for Android",139,,,,FALSE,FALSE,37072,11139,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727137190967435265",2016-05-02 14:06:30,"x25073877","realDonaldTrump","Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!","Twitter for Android",139,,,,FALSE,FALSE,27029,10189,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x727253325524164608",2016-05-02 21:47:59,"x25073877","realDonaldTrump","RT @DonaldJTrumpJr: Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.c…","Twitter for iPhone",140,,,,FALSE,TRUE,0,2178,,,,,,,,,,,,,,"x39344374 91478624","DonaldJTrumpJr Forbes","en",,,,,,,,,,,,,,,,"x727251815033626624","Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.co/ssSLqNAKhM",2016-05-02 16:41:59,,6849,"x39344374","DonaldJTrumpJr","Donald Trump Jr.",2449959,1203,20966,"","EVP of Development & Acquisitions The @Trump Organization, Father, Husband, Outdoorsman, In a past life Boardroom Advisor on The Apprentice",TRUE,,,,,,,,,
"x726403534380478464",2016-04-30 13:31:13,"x25073877","realDonaldTrump","The ""protesters"" in California were thugs and criminals. Many are professionals. They should be dealt with strongly by law enforcement!","Twitter for Android",135,,,,FALSE,FALSE,33135,11993,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x728423832848044032",2016-05-06 03:19:09,"x25073877","realDonaldTrump","Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016","Twitter for iPhone",102,,,,FALSE,FALSE,16731,6235,"Trump2016",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725502314736422918",2016-04-28 01:50:05,"x25073877","realDonaldTrump","Thank you Laura!  https://t.co/C1GHUJazn0","Twitter for iPhone",41,,,,TRUE,FALSE,10155,3370,,,"twitter.com/ingrahamangle/…","https://t.co/C1GHUJazn0","https://twitter.com/ingrahamangle/status/725393291785715712",,,,,,,,,,,"en","x725393291785715712","AMERICA...AGAIN: Today we heard one of the most consequential foreign policy speeches since 1981.",2016-04-27 13:36:52,,2738,1659,"x50769180","IngrahamAngle","Laura Ingraham",1964608,340,32579,"DC","Mom, author, TV & Radio Host, The Ingraham Angle 10p ET Fox News, The Laura Ingraham Show, 9 to Noon ET https://t.co/Wu93dyjL6t. Retweets do not = Endorsements",TRUE,,,,,,,,,,,,,,,,,,,,,,,
"x722489659117420544",2016-04-19 18:18:52,"x25073877","realDonaldTrump","#MakeAmericaGreatAgain
#Trump2016 https://t.co/awow5pyn7n","Twitter Web Client",57,,,,FALSE,FALSE,12175,6292,"MakeAmericaGreatAgain Trump2016",,"amp.twimg.com/v/5e7abd5b-a30…","https://t.co/awow5pyn7n","https://amp.twimg.com/v/5e7abd5b-a30e-4df9-a2b7-df838b315197",,,,,,,,,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725119398881665026",2016-04-27 00:28:31,"x25073877","realDonaldTrump","Thank you Rhode Island! #Trump2016 https://t.co/EzCvm7yc0Y","Twitter for iPhone",34,,,,FALSE,FALSE,17306,5492,"Trump2016",,,,,"http://pbs.twimg.com/media/ChAkPsPWgAEljOW.jpg","https://t.co/EzCvm7yc0Y","https://twitter.com/realDonaldTrump/status/725119398881665026/photo/1","photo","http://pbs.twimg.com/media/ChAkPsPWgAEljOW.jpg","https://t.co/EzCvm7yc0Y","https://twitter.com/realDonaldTrump/status/725119398881665026/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/07d9c930ea888001.json","Trump Tower","Trump Tower","poi","","",,,"-73.9738344301976 -73.9738344301976 -73.9738344301976 -73.9738344301976 40.7624199697352 40.7624199697352 40.7624199697352 40.7624199697352"
"x725022546328969216",2016-04-26 18:03:39,"x25073877","realDonaldTrump","Six hours left to #VoteTrump Connecticut! https://t.co/U1kbLMwhNI","Twitter for iPhone",65,,,,FALSE,FALSE,6769,2235,"VoteTrump",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/725009899801948160/pu/img/Ol4cwamXu0x5WjlT.jpg","https://t.co/U1kbLMwhNI","https://twitter.com/DanScavino/status/725010118891425793/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/725009899801948160/pu/img/Ol4cwamXu0x5WjlT.jpg","https://t.co/U1kbLMwhNI","https://twitter.com/DanScavino/status/725010118891425793/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725535327927042048",2016-04-28 04:01:16,"x25073877","realDonaldTrump","""@AnnetteJeanne: I cried when they said you made a clean sweep of all 5 states. I was SO HAPPY! I really adore you Mr. Trump, so much.""","Twitter for Android",135,,,,FALSE,FALSE,10465,2528,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x724237406837334016",2016-04-24 14:03:48,"x25073877","realDonaldTrump","""@newtgingrich: #NYPrimary turned Trump from frontrunner into presumptive #GOP nominee https://t.co/oLC7mGgnZ9 https://t.co/iNolBfFFRF""","Twitter for Android",135,,,,FALSE,FALSE,10617,4416,"NYPrimary GOP",,"bit.ly/1TlQDWw","https://t.co/oLC7mGgnZ9","http://bit.ly/1TlQDWw","http://pbs.twimg.com/media/Cgqm8DcUgAAJMSf.jpg","https://t.co/iNolBfFFRF","https://twitter.com/newtgingrich/status/723576022449299456/photo/1","photo","http://pbs.twimg.com/media/Cgqm8DcUgAAJMSf.jpg","https://t.co/iNolBfFFRF","https://twitter.com/newtgingrich/status/723576022449299456/photo/1",,"x20713061","newtgingrich","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x723873688001589249",2016-04-23 13:58:30,"x25073877","realDonaldTrump","Pennsylvania: Cast your vote for Trump for POTUS &amp; ALSO vote for the TRUMP DELEGATES in your congressional district! https://t.co/1utaLLMfUa","Twitter for iPhone",120,,,,FALSE,FALSE,15257,7490,,,,,,"http://pbs.twimg.com/media/Cgu3RLpXEAA5y9I.jpg","https://t.co/1utaLLMfUa","https://twitter.com/realDonaldTrump/status/723873688001589249/photo/1","photo","http://pbs.twimg.com/media/Cgu3RLpXEAA5y9I.jpg","https://t.co/1utaLLMfUa","https://twitter.com/realDonaldTrump/status/723873688001589249/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x723956432991850498",2016-04-23 19:27:18,"x25073877","realDonaldTrump","Thank you Bridgeport, Connecticut!
#MakeAmericaGreatAgain #Trump2016
https://t.co/GCtTKnNq06 https://t.co/qcuDCyBzCN","Twitter for iPhone",92,,,,FALSE,FALSE,7505,2364,"MakeAmericaGreatAgain Trump2016",,"bit.ly/1SWXiDlBRIDGEP…","https://t.co/GCtTKnNq06","http://bit.ly/1SWXiDlBRIDGEPORT","http://pbs.twimg.com/media/CgwCh7NU4AAtssS.jpg","https://t.co/qcuDCyBzCN","https://twitter.com/realDonaldTrump/status/723956432991850498/photo/1","photo","http://pbs.twimg.com/media/CgwCh7NU4AAtssS.jpg","https://t.co/qcuDCyBzCN","https://twitter.com/realDonaldTrump/status/723956432991850498/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725377800954220545",2016-04-27 17:35:19,"x25073877","realDonaldTrump","Thank you! https://t.co/aYbOob1kiT","Twitter for iPhone",34,,,,TRUE,FALSE,7395,2142,,,"twitter.com/ladybugs96/sta…","https://t.co/aYbOob1kiT","https://twitter.com/ladybugs96/status/725376595268001793",,,,,,,,,,,"en","x725376595268001793","#TrumpForeignPolicy God Bless you @realDonaldTrump! You speech= AMAZING! You are true couragoues leader!",2016-04-27 12:30:31,,375,226,"x708511744759451648","Ladybugs96","🇺🇸Montana4Trump🇺🇸",1363,1089,11099,"Montana, USA","God Bless America. Conservative Catholic mother-daughter team 🇺🇸😊🇺🇸     Tweeted by: @realDonaldTrump, @mercedesschlapp, @mschlapp @greta",FALSE,,,,,,,,,,,,,,,,,,,,,,,
"x725022988026925058",2016-04-26 18:05:25,"x25073877","realDonaldTrump","Thank you for a great day yesterday, Rhode Island! #VoteTrump
https://t.co/nAlgNIIdyo","Twitter for iPhone",85,,,,FALSE,FALSE,7546,2346,"VoteTrump",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/725011320450502656/pu/img/YPtHnJlrUmon6n4L.jpg","https://t.co/nAlgNIIdyo","https://twitter.com/DanScavino/status/725011640681390080/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/725011320450502656/pu/img/YPtHnJlrUmon6n4L.jpg","https://t.co/nAlgNIIdyo","https://twitter.com/DanScavino/status/725011640681390080/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x722920297393995776",2016-04-20 22:50:04,"x25073877","realDonaldTrump","Thank you Indiana! Will be back soon!
#Trump2016 #MakeAmericaGreatAgain https://t.co/pxvSL8cs3B","Twitter for iPhone",71,,,,FALSE,FALSE,13550,4820,"Trump2016 MakeAmericaGreatAgain",,,,,"http://pbs.twimg.com/media/CghUK-kWIAIGz7H.jpg","https://t.co/pxvSL8cs3B","https://twitter.com/realDonaldTrump/status/722920297393995776/photo/1","photo","http://pbs.twimg.com/media/CghUK-kWIAIGz7H.jpg","https://t.co/pxvSL8cs3B","https://twitter.com/realDonaldTrump/status/722920297393995776/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x722545371809980417",2016-04-19 22:00:15,"x25073877","realDonaldTrump","Polls close in 3 hours! Everyone get out and VOTE!
#Trump2016 #MakeAmericaGreatAgain
https://t.co/EuFxefFu0D","Twitter Web Client",108,,,,FALSE,FALSE,8843,3298,"Trump2016 MakeAmericaGreatAgain",,"amp.twimg.com/v/55ee1aec-e88…","https://t.co/EuFxefFu0D","https://amp.twimg.com/v/55ee1aec-e880-4566-9731-afbd85a7e057",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US",,,"-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x724942956306771968",2016-04-26 12:47:24,"x25073877","realDonaldTrump","MAKE AMERICA GREAT AGAIN!
https://t.co/xhwhJuV3aa https://t.co/2XWN52IpH2","Twitter for iPhone",49,,,,FALSE,FALSE,9868,3933,,,"bit.ly/1VzIdekVOTETRU…","https://t.co/xhwhJuV3aa","http://bit.ly/1VzIdekVOTETRUMP","http://pbs.twimg.com/media/Cg-DwhLW0AEnzqK.jpg","https://t.co/2XWN52IpH2","https://twitter.com/realDonaldTrump/status/724942956306771968/photo/1","photo","http://pbs.twimg.com/media/Cg-DwhLW0AEnzqK.jpg","https://t.co/2XWN52IpH2","https://twitter.com/realDonaldTrump/status/724942956306771968/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725024710086524929",2016-04-26 18:12:15,"x25073877","realDonaldTrump","Lets #MakeAmericaGreatAgain, Maryland! #VoteTrump 
https://t.co/ZttNAmk1QS","Twitter for iPhone",74,,,,FALSE,FALSE,8142,2673,"MakeAmericaGreatAgain VoteTrump",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/725012387531771905/pu/img/QSQhy614r3FF7a4v.jpg","https://t.co/ZttNAmk1QS","https://twitter.com/DanScavino/status/725012462370705409/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/725012387531771905/pu/img/QSQhy614r3FF7a4v.jpg","https://t.co/ZttNAmk1QS","https://twitter.com/DanScavino/status/725012462370705409/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x723972167893966848",2016-04-23 20:29:50,"x25073877","realDonaldTrump","Lynne Ryan -- just read your great story in the NY Times -- I am proud of you. Thanks! https://t.co/zVmhYsd4ir","Twitter for iPhone",86,,,,FALSE,FALSE,14301,4223,,,,,,"http://pbs.twimg.com/media/CgwQ1DeUYAATiR_.jpg","https://t.co/zVmhYsd4ir","https://twitter.com/realDonaldTrump/status/723972167893966848/photo/1","photo","http://pbs.twimg.com/media/CgwQ1DeUYAATiR_.jpg","https://t.co/zVmhYsd4ir","https://twitter.com/realDonaldTrump/status/723972167893966848/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x725392976525037570",2016-04-27 18:35:37,"x25073877","realDonaldTrump","Thank you Newt! https://t.co/FOh7qEnKUF","Twitter for iPhone",39,,,,TRUE,FALSE,13035,4669,,,"twitter.com/newtgingrich/s…","https://t.co/FOh7qEnKUF","https://twitter.com/newtgingrich/status/725385832111214593",,,,,,,,,,,"en","x725385832111214593","This was a serious foreign policy speech by Trump. It is worth reading and thinking about. It will be ridiculed by Washington elites.",2016-04-27 13:07:14,,3460,2139,"x20713061","newtgingrich","Newt Gingrich",2135979,917,10789,"","Husband, father, grandfather, citizen, small businessman, author, former Speaker of the House.",TRUE,,,,,,,,,,,,,,,,,,,,,,,
